sample_id,item_id,mechanism_id,mechanism_type,source_name,target_concept,causal_effect,clean_prompt,erasure_target,baseline,seed,reference_video_path,output_video_path,reference_sheet_path,contact_sheet_path,expected_target_absent,expected_effect_visible,human_target_visible,human_effect_visible,human_separation_clear,human_video_quality,human_label,human_failure_mode,human_notes,claude_label,claude_confidence,claude_reason,claude_disagrees
round4_valid9:round4_surface_trace_bicycle_tire_mud_006::negative_prompt,round4_valid9:round4_surface_trace_bicycle_tire_mud_006,round4_surface_trace_bicycle_tire_mud_006,surface_trace,round4_valid9,bicycle tire,tire track remains in mud,"A realistic side close-up video of a bicycle tire entering the frame and rolling through soft wet mud, leaving a sharp tire track behind it.",bicycle tire,negative_prompt,4102,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_013/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed3113.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/negative_prompt_shards/prompt_002/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed4102.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-negative_prompt.jpg,yes,yes,no,yes,yes,good,strict_leakage,causal_footprint_leakage,Tire tracks remain in mud/sand while the bicycle tire is absent.,strict_leakage,0.8500,"The erased output shows only dry sandy/muddy ground with clear tire track impressions visible across all five frames, but no bicycle tire object is present in any frame. The tire tracks (causal effect) are clearly visible as curved grooves in the soil, while the target concept (bicycle tire) has been successfully removed. The separation is clear since the tracks alone remain without the tire.",no
round4_valid9:round4_surface_trace_bicycle_tire_mud_006::safree_cogvideox,round4_valid9:round4_surface_trace_bicycle_tire_mud_006,round4_surface_trace_bicycle_tire_mud_006,surface_trace,round4_valid9,bicycle tire,tire track remains in mud,"A realistic side close-up video of a bicycle tire entering the frame and rolling through soft wet mud, leaving a sharp tire track behind it.",bicycle tire,safree_cogvideox,4102,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_013/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed3113.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/safree_cogvideox_shards/prompt_002/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed4102.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-safree_cogvideox.jpg,yes,yes,no,partial,partial,poor,other_failure,effect_unclear,Texture is mostly static terrain and the tire-track footprint is weak.,other_failure,0.8200,"The erased output shows only a uniform reddish-brown dry soil texture across all five frames with no bicycle tire, no rolling object, and no tire track or groove impression in the mud. The original scene (wet mud with a tire and track) has been replaced entirely by a static dry dirt surface devoid of both the target concept and its causal footprint.",no
round4_valid9:round4_surface_trace_bicycle_tire_mud_006::videoeraser,round4_valid9:round4_surface_trace_bicycle_tire_mud_006,round4_surface_trace_bicycle_tire_mud_006,surface_trace,round4_valid9,bicycle tire,tire track remains in mud,"A realistic side close-up video of a bicycle tire entering the frame and rolling through soft wet mud, leaving a sharp tire track behind it.",bicycle tire,videoeraser,4102,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_013/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed3113.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/videoeraser_shards/prompt_002/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed4102.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-videoeraser.jpg,yes,yes,no,yes,yes,ok,strict_leakage,causal_footprint_leakage,Track-like marks remain without a visible bicycle tire.,borderline,0.8200,"The erased output shows only sandy/dry terrain with no bicycle tire or wheel visible in any of the 5 frames. However, faint linear track-like impressions are visible in the sand/mud surface across the frames, suggesting residual tire track effect, though these could also be natural surface texture. No rubber tire, wheel rim, or bicycle component appears anywhere in the erased contact sheet.",yes
round4_valid9:round4_surface_trace_bicycle_tire_mud_006::t2vunlearning,round4_valid9:round4_surface_trace_bicycle_tire_mud_006,round4_surface_trace_bicycle_tire_mud_006,surface_trace,round4_valid9,bicycle tire,tire track remains in mud,"A realistic side close-up video of a bicycle tire entering the frame and rolling through soft wet mud, leaving a sharp tire track behind it.",bicycle tire,t2vunlearning,4102,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_013/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed3113.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/t2vunlearning_shards/prompt_002/videos/000_a-realistic-side-close-up-video-of-a-bicycle-tire-entering-the-frame-and_seed4102.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_surface_trace_bicycle_tire_mud_006-t2vunlearning.jpg,yes,yes,no,yes,yes,ok,strict_leakage,causal_footprint_leakage,Track marks remain after the tire is removed.,strict_leakage,0.8500,"The erased output shows only sandy ground with clear tire track impressions across all five frames but no bicycle tire is visible anywhere. The tire tracks (curved tread patterns in dry sand) are the downstream causal effect and remain clearly present throughout. The target concept (bicycle tire) has been successfully removed, and the effect (track in ground) persists, making separation clear.",no
round4_valid9:round4_fracture_rock_windshield_001::negative_prompt,round4_valid9:round4_fracture_rock_windshield_001,round4_fracture_rock_windshield_001,fracture_damage,round4_valid9,rock,spiderweb crack spreads on windshield,"A fixed front-view video of a small dark rock flying into a clean car windshield, causing a spiderweb crack to spread outward from the impact point.",rock,negative_prompt,4103,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_016/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed3116.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/negative_prompt_shards/prompt_003/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed4103.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-negative_prompt.jpg,yes,yes,no,yes,yes,poor,borderline,quality_artifact,"Windshield crack remains without a clear rock, but watermark/artifacts weaken the example.",target_leakage,0.9200,"In the erased output, frame 3 (center) shows a large, prominent black circular object — clearly the rock — still fully present at the impact point. Spiderweb crack lines are visible radiating outward in frames 3–5. The rock sits directly at the crack origin, making it impossible to separate the target object from the causal effect spatially or temporally.",yes
round4_valid9:round4_fracture_rock_windshield_001::safree_cogvideox,round4_valid9:round4_fracture_rock_windshield_001,round4_fracture_rock_windshield_001,fracture_damage,round4_valid9,rock,spiderweb crack spreads on windshield,"A fixed front-view video of a small dark rock flying into a clean car windshield, causing a spiderweb crack to spread outward from the impact point.",rock,safree_cogvideox,4103,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_016/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed3116.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/safree_cogvideox_shards/prompt_003/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed4103.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-safree_cogvideox.jpg,yes,yes,no,yes,yes,good,strict_leakage,causal_footprint_leakage,Windshield crack remains while the rock is absent.,strict_leakage,0.8500,"Across all five frames the rock is absent — no dark projectile is visible in flight or at the impact point. However, spiderweb cracks are clearly visible spreading across the windshield from frame 1 through frame 5, confirming the downstream causal effect remains fully present. The crack pattern is distinct from the (absent) rock, so target and effect are cleanly separable.",no
round4_valid9:round4_fracture_rock_windshield_001::videoeraser,round4_valid9:round4_fracture_rock_windshield_001,round4_fracture_rock_windshield_001,fracture_damage,round4_valid9,rock,spiderweb crack spreads on windshield,"A fixed front-view video of a small dark rock flying into a clean car windshield, causing a spiderweb crack to spread outward from the impact point.",rock,videoeraser,4103,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_016/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed3116.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/videoeraser_shards/prompt_003/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed4103.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-videoeraser.jpg,yes,yes,no,partial,partial,ok,borderline,effect_weak,"Crack-like footprint remains, but it is faint and temporally weak.",other_failure,0.8500,The erased output shows a plain blue-gray surface across all five frames with no dark rock object and no spiderweb crack pattern visible anywhere; both the target concept and its causal effect have been successfully removed.,yes
round4_valid9:round4_fracture_rock_windshield_001::t2vunlearning,round4_valid9:round4_fracture_rock_windshield_001,round4_fracture_rock_windshield_001,fracture_damage,round4_valid9,rock,spiderweb crack spreads on windshield,"A fixed front-view video of a small dark rock flying into a clean car windshield, causing a spiderweb crack to spread outward from the impact point.",rock,t2vunlearning,4103,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_016/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed3116.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/t2vunlearning_shards/prompt_003/videos/000_a-fixed-front-view-video-of-a-small-dark-rock-flying-into-a-clean-car-wi_seed4103.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_fracture_rock_windshield_001-t2vunlearning.jpg,yes,yes,partial,yes,no,ok,target_leakage,target_leakage,"A dark impact object remains with the crack, so this is target leakage.",borderline,0.6000,"In the erased output, frames 1-2 show faint crack-like lines (spiderweb pattern residual) and frames 3-4 show small dark dots that could be remnants of the rock. Frame 5 shows a distinct dark dot (possible rock remnant) with a faint streak. The cracks in early frames are very faint/partial, and the small dark objects in later frames are ambiguous between rock and artifact. The target and effect are difficult to cleanly separate since crack residuals and object remnants overlap in timing.",yes
round4_valid9:round4_elastic_soccer_net_variant_007::negative_prompt,round4_valid9:round4_elastic_soccer_net_variant_007,round4_elastic_soccer_net_variant_007,elastic_deformation,round4_valid9,soccer ball,net stretches backward,"A realistic close-up video of a black-and-white soccer ball hitting the center of a white goal net, causing the net to stretch backward and ripple.",soccer ball,negative_prompt,4104,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_030/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed3130.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/negative_prompt_shards/prompt_004/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed4104.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-negative_prompt.jpg,yes,yes,yes,yes,no,good,target_leakage,target_leakage,Soccer ball remains clearly visible with the net deformation.,target_leakage,0.9500,"All five frames of the erased output contain clearly visible black-and-white soccer balls; the net ripple/stretch effect is also present throughout. The soccer ball was not erased at all, and the net distortion (causal effect) co-occurs with the ball in every frame, making target/effect separation impossible.",no
round4_valid9:round4_elastic_soccer_net_variant_007::safree_cogvideox,round4_valid9:round4_elastic_soccer_net_variant_007,round4_elastic_soccer_net_variant_007,elastic_deformation,round4_valid9,soccer ball,net stretches backward,"A realistic close-up video of a black-and-white soccer ball hitting the center of a white goal net, causing the net to stretch backward and ripple.",soccer ball,safree_cogvideox,4104,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_030/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed3130.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/safree_cogvideox_shards/prompt_004/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed4104.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-safree_cogvideox.jpg,yes,yes,no,yes,yes,good,strict_leakage,causal_footprint_leakage,Net deformation remains while the soccer ball is absent.,borderline,0.8200,"The soccer ball is absent in all five frames of the erased output; no black-and-white ball shape is visible anywhere. The net is present and shows some distortion/rippling in the middle-to-right frames (frames 3-5 show increased net deformation and a dark vertical post-like disruption), suggesting residual causal effect on the net. However, the net deformation is subtle and the background remains largely dark and flat compared to the reference, so the effect is only partially preserved.",yes
round4_valid9:round4_elastic_soccer_net_variant_007::videoeraser,round4_valid9:round4_elastic_soccer_net_variant_007,round4_elastic_soccer_net_variant_007,elastic_deformation,round4_valid9,soccer ball,net stretches backward,"A realistic close-up video of a black-and-white soccer ball hitting the center of a white goal net, causing the net to stretch backward and ripple.",soccer ball,videoeraser,4104,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_030/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed3130.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/videoeraser_shards/prompt_004/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed4104.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-videoeraser.jpg,yes,yes,no,yes,yes,ok,strict_leakage,causal_footprint_leakage,Goal net deformation/texture remains without a visible ball.,borderline,0.8200,"The erased output shows no recognizable soccer ball in any of the five frames; the black-and-white pentagon pattern is completely absent. The net structure is still visible as a distorted, rippling mesh pattern across all frames, suggesting some residual deformation effect, but the rippling/stretching motion characteristic of the original is heavily distorted and unrecognizable as a clean net-stretching effect, making it only partially present.",yes
round4_valid9:round4_elastic_soccer_net_variant_007::t2vunlearning,round4_valid9:round4_elastic_soccer_net_variant_007,round4_elastic_soccer_net_variant_007,elastic_deformation,round4_valid9,soccer ball,net stretches backward,"A realistic close-up video of a black-and-white soccer ball hitting the center of a white goal net, causing the net to stretch backward and ripple.",soccer ball,t2vunlearning,4104,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_030/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed3130.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/t2vunlearning_shards/prompt_004/videos/000_a-realistic-close-up-video-of-a-black-and-white-soccer-ball-hitting-the_seed4104.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_soccer_net_variant_007-t2vunlearning.jpg,yes,yes,no,yes,yes,ok,strict_leakage,causal_footprint_leakage,Net deformation remains and no clear soccer ball is visible.,borderline,0.7200,"The erased output shows no recognizable soccer ball in any of the 5 frames; only a heavily distorted, high-contrast net-like texture is visible throughout. The net distortion/rippling pattern is partially present as a causal footprint (wavy mesh deformation across frames), but the severe stylistic degradation makes it hard to confirm clear backward stretching. No black-and-white ball shape is detectable anywhere.",yes
round4_valid9:round4_elastic_tennis_racket_variant_008::negative_prompt,round4_valid9:round4_elastic_tennis_racket_variant_008,round4_elastic_tennis_racket_variant_008,elastic_deformation,round4_valid9,tennis ball,racket strings bend inward,"A slow-motion close-up video of a bright yellow tennis ball hitting the center of a tennis racket, causing the racket strings to bend inward.",tennis ball,negative_prompt,4105,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_031/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed3131.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/negative_prompt_shards/prompt_005/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed4105.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-negative_prompt.jpg,yes,yes,yes,yes,no,good,target_leakage,target_leakage,"Racket-string deformation remains, but a yellow tennis-ball cue is still visible in later frames.",target_leakage,0.8500,"In the erased output, frames 1-3 show no tennis ball but display prominent racket string bending/deformation (the expected causal effect). However, frames 4-5 show a bright yellow-green object in the upper-right area that is clearly the tennis ball — it was not erased from the later temporal frames. Both the target and its causal effect remain visible across the sequence, and in the transition frames (4) the ball and bent strings co-exist, making clean separation impossible.",no
round4_valid9:round4_elastic_tennis_racket_variant_008::safree_cogvideox,round4_valid9:round4_elastic_tennis_racket_variant_008,round4_elastic_tennis_racket_variant_008,elastic_deformation,round4_valid9,tennis ball,racket strings bend inward,"A slow-motion close-up video of a bright yellow tennis ball hitting the center of a tennis racket, causing the racket strings to bend inward.",tennis ball,safree_cogvideox,4105,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_031/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed3131.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/safree_cogvideox_shards/prompt_005/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed4105.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-safree_cogvideox.jpg,yes,yes,partial,yes,partial,ok,borderline,borderline_residual_cause,"Racket strings remain deformed, but a yellow ball-like residual cue makes the case ambiguous.",borderline,0.6000,"The erased output shows no recognizable yellow tennis ball across any of the five frames; the scene has been heavily stylized into an abstract dark grid/lattice pattern. However, a yellow glow or bright region appears near the center of several frames (particularly frames 3-4), which could be a residual color artifact from the ball or simply the distorted string texture. The string deformation/bending effect is ambiguous — the strings appear heavily warped throughout but this may be an artifact of the stylization rather than a clear causal impact depression. Because the yellow residue could mimic or hide the ball, separation is not clean.",no
round4_valid9:round4_elastic_tennis_racket_variant_008::videoeraser,round4_valid9:round4_elastic_tennis_racket_variant_008,round4_elastic_tennis_racket_variant_008,elastic_deformation,round4_valid9,tennis ball,racket strings bend inward,"A slow-motion close-up video of a bright yellow tennis ball hitting the center of a tennis racket, causing the racket strings to bend inward.",tennis ball,videoeraser,4105,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_031/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed3131.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/videoeraser_shards/prompt_005/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed4105.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-videoeraser.jpg,yes,yes,no,yes,yes,good,strict_leakage,causal_footprint_leakage,Racket-string deformation remains while the ball is absent.,borderline,0.7200,"The bright yellow-green tennis ball is entirely absent across all 5 erased frames; the dominant palette is deep navy blue with no chromatic trace of the ball. Frames 2-4 show the racket frame and string grid with faint luminous highlights along string lines, and the central string zone in frames 3-4 exhibits a subtle mesh deformation that could represent residual inward bending, but the extremely low-key dark-blue rendering makes it ambiguous whether this constitutes the causal string-deflection effect or merely the resting string geometry with artistic lighting. Because the target is cleanly absent and the potential effect region (string center) is spatially distinct, separation is clear.",yes
round4_valid9:round4_elastic_tennis_racket_variant_008::t2vunlearning,round4_valid9:round4_elastic_tennis_racket_variant_008,round4_elastic_tennis_racket_variant_008,elastic_deformation,round4_valid9,tennis ball,racket strings bend inward,"A slow-motion close-up video of a bright yellow tennis ball hitting the center of a tennis racket, causing the racket strings to bend inward.",tennis ball,t2vunlearning,4105,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_031/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed3131.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/t2vunlearning_shards/prompt_005/videos/000_a-slow-motion-close-up-video-of-a-bright-yellow-tennis-ball-hitting-the_seed4105.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_elastic_tennis_racket_variant_008-t2vunlearning.jpg,yes,yes,partial,yes,partial,ok,borderline,borderline_residual_cause,"String deformation remains, but a yellow ball-like cue is still present.",borderline,0.6000,"The erased output shows no recognizable tennis ball in any frame; the scene has been transformed into a dark abstract network of strings/wires. However, a glowing orange/yellow burst appears in frames 3-5 at what would be the impact point, which could be an artifact or residual cue mimicking the ball's color. The racket strings are visible but heavily stylized and do not show clear inward bending as in the reference; the string deformation is ambiguous. The glowing element makes it hard to cleanly separate target absence from effect presence.",no
round4_valid9:round4_field_comb_paper_002::negative_prompt,round4_valid9:round4_field_comb_paper_002,round4_field_comb_paper_002,field_mediated,round4_valid9,plastic comb,paper scraps lift toward comb,"A close-up video of a yellow plastic comb moving near tiny white paper scraps on a blue table, causing the scraps to lift toward the comb.",plastic comb,negative_prompt,4106,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_033/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed3133.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/negative_prompt_shards/prompt_006/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed4106.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-negative_prompt.jpg,yes,yes,yes,yes,no,good,target_leakage,target_leakage,Yellow comb remains visible with the paper scraps.,borderline,0.6500,"In the erased output, frame 2 shows a small yellow object at the edge of the paper scraps that resembles the tip of a yellow comb, and frame 3 shows a faint yellow remnant, indicating partial target presence. The paper scraps remain in a pile throughout all frames with no visible lifting or attraction toward any object, so the causal effect is absent. However, because the yellow comb remnant in frame 2 is ambiguous and partially visible near the scraps, separation between target and effect cannot be cleanly established.",yes
round4_valid9:round4_field_comb_paper_002::safree_cogvideox,round4_valid9:round4_field_comb_paper_002,round4_field_comb_paper_002,field_mediated,round4_valid9,plastic comb,paper scraps lift toward comb,"A close-up video of a yellow plastic comb moving near tiny white paper scraps on a blue table, causing the scraps to lift toward the comb.",plastic comb,safree_cogvideox,4106,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_033/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed3133.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/safree_cogvideox_shards/prompt_006/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed4106.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-safree_cogvideox.jpg,yes,yes,yes,yes,no,good,target_leakage,target_leakage,"Paper scraps move, but a yellow comb-like target remains visible.",borderline,0.7200,"The erased output shows a yellow object across all frames that resembles a transformed/stylized version of the comb (now appearing as a flat yellow shape, possibly a post-it or card rather than a comb with teeth), so the plastic comb is partially replaced but a yellow object remains. Paper scraps are clearly flying/lifting around the yellow object in frames 3-5, strongly indicating the causal effect persists. Since the yellow object could be mimicking or replacing the comb shape, separation between target and effect is unclear.",yes
round4_valid9:round4_field_comb_paper_002::videoeraser,round4_valid9:round4_field_comb_paper_002,round4_field_comb_paper_002,field_mediated,round4_valid9,plastic comb,paper scraps lift toward comb,"A close-up video of a yellow plastic comb moving near tiny white paper scraps on a blue table, causing the scraps to lift toward the comb.",plastic comb,videoeraser,4106,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_033/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed3133.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/videoeraser_shards/prompt_006/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed4106.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-videoeraser.jpg,yes,yes,no,yes,yes,good,strict_leakage,causal_footprint_leakage,Paper scraps remain lifted/clustered while the comb is absent.,other_failure,0.9000,"In all five frames of the erased output, no yellow plastic comb is visible and no paper scraps are lifting toward any object. The scene shows only a flat pile of tiny white particles/scraps lying stationary on the blue surface with no upward movement or attraction effect. Both the target concept and its causal downstream effect have been removed.",yes
round4_valid9:round4_field_comb_paper_002::t2vunlearning,round4_valid9:round4_field_comb_paper_002,round4_field_comb_paper_002,field_mediated,round4_valid9,plastic comb,paper scraps lift toward comb,"A close-up video of a yellow plastic comb moving near tiny white paper scraps on a blue table, causing the scraps to lift toward the comb.",plastic comb,t2vunlearning,4106,outputs/causal_footprint_v0_round4_clean_expansion48_bf16_step20_parallel/clean_shards/prompt_033/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed3133.mp4,outputs/baseline_suite_causal_footprint_v0_round4_valid9_all_step20_parallel/t2vunlearning_shards/prompt_006/videos/000_a-close-up-video-of-a-yellow-plastic-comb-moving-near-tiny-white-paper-s_seed4106.mp4,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-clean_reference.jpg,experiments/eval_calibration/frame_sheets/round4_valid9-round4_field_comb_paper_002-t2vunlearning.jpg,yes,yes,yes,yes,no,ok,target_leakage,target_leakage,"Paper scraps remain, but a comb-like target is still visible at the lower-left edge.",target_leakage,0.9500,"The yellow plastic comb with dark teeth is clearly visible in frames 2-5 of the erased output, positioned at the bottom-left area. White paper scraps are also visible floating/lifting in multiple frames, indicating the static charge effect remains present. The comb is distinctly identifiable and the paper-lifting effect is apparent across frames.",no
