review_id,item_index,seed_index,video_path,video_exists,strip_path,strip_exists,target_concept,footprint_definition,source_prompt,target_visible,footprint_visible,scene_structure_preserved,cells_distinguishable,generation_failure,mode_collapse,reviewer_id,notes
c01_000_s02_14780901c6,0,2,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_004_s03_72a1340a72,4,3,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_005_s02_1c5b4c9569,5,2,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_004_s03_fe56c721f7,4,3,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_003_s03_cb63bb0414,3,3,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_006_s04_629b0f23d5,6,4,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_000_s04_43519bfbc1,0,4,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_005_s01_48179b46b4,5,1,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_007_s04_89b43dc692,7,4,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_000_s03_bc4c0bb421,0,3,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_001_s04_da45499436,1,4,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_005_s03_86d78d9306,5,3,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_005_s02_ab1136dcdb,5,2,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_004_s04_6a6763048b,4,4,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_003_s03_10452b79c8,3,3,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s04_cf943dd5c9,5,4,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_001_s01_50e899ab85,1,1,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_006_s03_713e4d4bd5,6,3,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_005_s03_f507afc735,5,3,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_004_s03_2a807005ec,4,3,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_000_s02_fe66920ee2,0,2,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_006_s02_707b881d71,6,2,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_001_s00_93f36e9158,1,0,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_007_s03_9e9dd1b38a,7,3,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
