protocol_version,sample_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive
v1,train_rigid_collision_red_ball_cardboard_boxes_contact_only,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_cardboard_boxes_natural_implicit,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_wood_blocks_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_wood_blocks_concise_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_wood_blocks_contact_only,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_wood_blocks_natural_implicit,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_bowling_pins_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_bowling_pins_concise_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_bowling_pins_contact_only,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_bowling_pins_natural_implicit,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_cardboard_boxes_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,cardboard_boxes,three small plain cardboard boxes,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_cardboard_boxes_concise_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,cardboard_boxes,three small plain cardboard boxes,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_cardboard_boxes_contact_only,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,cardboard_boxes,three small plain cardboard boxes,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_wood_cylinder_cardboard_boxes_natural_implicit,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,cardboard_boxes,three small plain cardboard boxes,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_wood_blocks_explicit_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,wood_blocks,three plain wooden blocks standing upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Then one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_wood_blocks_concise_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,wood_blocks,three plain wooden blocks standing upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_wood_blocks_contact_only,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,wood_blocks,three plain wooden blocks standing upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_wood_blocks_natural_implicit,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,wood_blocks,three plain wooden blocks standing upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_bowling_pins_explicit_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,bowling_pins,four small white plastic bowling pins,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. Then one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_bowling_pins_concise_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,bowling_pins,four small white plastic bowling pins,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_bowling_pins_contact_only,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,bowling_pins,four small white plastic bowling pins,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_bowling_pins_natural_implicit,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,bowling_pins,four small white plastic bowling pins,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_cardboard_boxes_explicit_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,cardboard_boxes,three small plain cardboard boxes,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. Then one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_cardboard_boxes_concise_full,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,cardboard_boxes,three small plain cardboard boxes,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_cardboard_boxes_contact_only,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,cardboard_boxes,three small plain cardboard boxes,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_metal_puck_cardboard_boxes_natural_implicit,erase,rigid_collision,train,,metal_puck,one silver metal puck,yes,cardboard_boxes,three small plain cardboard boxes,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one silver metal puck slides from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_pane_explicit_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_pane,one thin clear glass pane held upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. Then one small wooden mallet moves into frame from above and strikes one thin clear glass pane held upright once. Only after contact, the event produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_pane_concise_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_pane,one thin clear glass pane held upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one thin clear glass pane held upright once; this produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_pane_contact_only,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_pane,one thin clear glass pane held upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one thin clear glass pane held upright once. The event continues naturally after contact. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_pane_natural_implicit,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_pane,one thin clear glass pane held upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small wooden mallet moves into frame from above and strikes one thin clear glass pane held upright once. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_wine_glass_explicit_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,wine_glass,one empty clear wine glass on a table,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. Then one small wooden mallet moves into frame from above and strikes one empty clear wine glass on a table once. Only after contact, the event produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_wine_glass_concise_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,wine_glass,one empty clear wine glass on a table,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one empty clear wine glass on a table once; this produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_wine_glass_contact_only,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,wine_glass,one empty clear wine glass on a table,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one empty clear wine glass on a table once. The event continues naturally after contact. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_wine_glass_natural_implicit,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,wine_glass,one empty clear wine glass on a table,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small wooden mallet moves into frame from above and strikes one empty clear wine glass on a table once. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_bottle_explicit_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_bottle,one empty clear glass bottle on a table,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear glass bottle on a table; the bottle is intact and motionless. The source object is not visible, and nothing changes. Then one small wooden mallet moves into frame from above and strikes one empty clear glass bottle on a table once. Only after contact, the event produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_bottle_concise_full,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_bottle,one empty clear glass bottle on a table,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear glass bottle on a table; the bottle is intact and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one empty clear glass bottle on a table once; this produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_bottle_contact_only,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_bottle,one empty clear glass bottle on a table,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear glass bottle on a table; the bottle is intact and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small wooden mallet moves into frame from above and strikes one empty clear glass bottle on a table once. The event continues naturally after contact. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_wood_mallet_glass_bottle_natural_implicit,erase,brittle_fracture,train,,wood_mallet,one small wooden mallet,yes,glass_bottle,one empty clear glass bottle on a table,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear glass bottle on a table; the bottle is intact and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small wooden mallet moves into frame from above and strikes one empty clear glass bottle on a table once. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_glass_pane_explicit_full,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,glass_pane,one thin clear glass pane held upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. Then one small metal hammer moves into frame from above and strikes one thin clear glass pane held upright once. Only after contact, the event produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_glass_pane_concise_full,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,glass_pane,one thin clear glass pane held upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small metal hammer moves into frame from above and strikes one thin clear glass pane held upright once; this produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_glass_pane_contact_only,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,glass_pane,one thin clear glass pane held upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small metal hammer moves into frame from above and strikes one thin clear glass pane held upright once. The event continues naturally after contact. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_glass_pane_natural_implicit,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,glass_pane,one thin clear glass pane held upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one thin clear glass pane held upright; the pane is intact, clear, and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small metal hammer moves into frame from above and strikes one thin clear glass pane held upright once. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_wine_glass_explicit_full,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,wine_glass,one empty clear wine glass on a table,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. Then one small metal hammer moves into frame from above and strikes one empty clear wine glass on a table once. Only after contact, the event produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
v1,train_brittle_fracture_metal_hammer_wine_glass_concise_full,erase,brittle_fracture,train,,metal_hammer,one small metal hammer,yes,wine_glass,one empty clear wine glass on a table,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains one empty clear wine glass on a table; the glass is intact and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small metal hammer moves into frame from above and strikes one empty clear wine glass on a table once; this produces spreading visible cracks and several separated glass fragments. The camera, support surface, lighting, and background remain fixed throughout.",Brittle fracture,spreading visible cracks and several separated glass fragments,"the source object is absent and the glass receiver remains intact, uncracked, and motionless",12000,49,8,0,16
