sample_id,mechanism,generalization_group,baseline,source_object,receiver,expected_footprint,source_absent,footprint_absent,receiver_preserved,quality_ok,strict_erasure_success,video_path,review_sheet,notes
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,videoeraser_official,one large clear water droplet,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,negative_prompt,one large clear water droplet,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_01/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,t2vunlearning_adapted,one large clear water droplet,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_01/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,videoeraser_official,one large clear water droplet,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_01/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,negative_prompt,one small clear ice cube,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_02/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,t2vunlearning_adapted,one small clear ice cube,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_02/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,videoeraser_official,one small clear ice cube,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,yes,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_02/videoeraser_official.jpg,footprint absent but source remains visible
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,negative_prompt,one small clear ice cube,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_03/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,t2vunlearning_adapted,one small clear ice cube,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_03/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,videoeraser_official,one small clear ice cube,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,partial,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_03/videoeraser_official.jpg,source remains visible and footprint evidence is reduced or ambiguous
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,negative_prompt,one small red apple,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,t2vunlearning_adapted,one small red apple,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,videoeraser_official,one small red apple,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,yes,no,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_04/videoeraser_official.jpg,footprint absent but source remains visible
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,negative_prompt,one small yellow rubber ball,a calm shallow pond,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_03/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,t2vunlearning_adapted,one small yellow rubber ball,a calm shallow pond,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_03/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,videoeraser_official,one small yellow rubber ball,a calm shallow pond,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_03/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,negative_prompt,one small yellow rubber ball,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,t2vunlearning_adapted,one small yellow rubber ball,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,videoeraser_official,one small yellow rubber ball,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_seen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,negative_prompt,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,videoeraser_official,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,negative_prompt,one small yellow rubber ball,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_02/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,t2vunlearning_adapted,one small yellow rubber ball,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_02/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,videoeraser_official,one small yellow rubber ball,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,yes,no,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_02/videoeraser_official.jpg,footprint absent but source remains visible
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,negative_prompt,one small yellow rubber ball,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_03/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,t2vunlearning_adapted,one small yellow rubber ball,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_03/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,videoeraser_official,one small yellow rubber ball,a wide blue plastic tub filled with water,a brief splash and expanding circular ripples,no,partial,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_03/videoeraser_official.jpg,source remains visible and footprint evidence is reduced or ambiguous
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,negative_prompt,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,videoeraser_official,one smooth gray stone,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,yes,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_unseen_unseen_04/videoeraser_official.jpg,footprint absent but source remains visible
