scene_id,source_scene_id,family,mechanism,receiver_id,receiver,variant,surface_condition,impact_location,causal_footprint,seed_policy,prompt
wdsimple0058,wdp0077,liquid_surface,surface_flow,liquid_surface_19,a short glass flower vase filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a short glass flower vase filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0059,wdp0078,liquid_surface,surface_flow,liquid_surface_19,a short glass flower vase filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a short glass flower vase filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0060,wdp0080,liquid_surface,surface_flow,liquid_surface_20,a wide porcelain basin filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a wide porcelain basin filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0061,wdp0081,liquid_surface,surface_flow,liquid_surface_20,a wide porcelain basin filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a wide porcelain basin filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0062,wdp0082,liquid_surface,surface_flow,liquid_surface_20,a wide porcelain basin filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a wide porcelain basin filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0063,wdp0084,liquid_surface,surface_flow,liquid_surface_21,a white bathtub filled with still water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a white bathtub filled with still water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0064,wdp0085,liquid_surface,surface_flow,liquid_surface_21,a white bathtub filled with still water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a white bathtub filled with still water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0065,wdp0086,liquid_surface,surface_flow,liquid_surface_21,a white bathtub filled with still water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a white bathtub filled with still water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0066,wdp0088,liquid_surface,surface_flow,liquid_surface_22,a shallow white shower tray holding a thin layer of water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow white shower tray holding a thin layer of water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0067,wdp0089,liquid_surface,surface_flow,liquid_surface_22,a shallow white shower tray holding a thin layer of water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow white shower tray holding a thin layer of water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0068,wdp0090,liquid_surface,surface_flow,liquid_surface_22,a shallow white shower tray holding a thin layer of water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow white shower tray holding a thin layer of water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0069,wdp0092,liquid_surface,surface_flow,liquid_surface_23,an open rain barrel filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open rain barrel filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0070,wdp0093,liquid_surface,surface_flow,liquid_surface_23,an open rain barrel filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open rain barrel filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0071,wdp0094,liquid_surface,surface_flow,liquid_surface_23,an open rain barrel filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open rain barrel filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0072,wdp0096,liquid_surface,surface_flow,liquid_surface_24,an open metal pail filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open metal pail filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0073,wdp0097,liquid_surface,surface_flow,liquid_surface_24,an open metal pail filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open metal pail filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0074,wdp0098,liquid_surface,surface_flow,liquid_surface_24,an open metal pail filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, an open metal pail filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0075,wdp0100,liquid_surface,surface_flow,liquid_surface_25,a blue plastic storage tub filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a blue plastic storage tub filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0076,wdp0101,liquid_surface,surface_flow,liquid_surface_25,a blue plastic storage tub filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a blue plastic storage tub filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0077,wdp0102,liquid_surface,surface_flow,liquid_surface_25,a blue plastic storage tub filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a blue plastic storage tub filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0078,wdp0104,liquid_surface,surface_flow,liquid_surface_26,one compartment of a white ice-cube tray filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, one compartment of a white ice-cube tray filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0079,wdp0105,liquid_surface,surface_flow,liquid_surface_26,one compartment of a white ice-cube tray filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, one compartment of a white ice-cube tray filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0080,wdp0106,liquid_surface,surface_flow,liquid_surface_26,one compartment of a white ice-cube tray filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, one compartment of a white ice-cube tray filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0081,wdp0108,liquid_surface,surface_flow,liquid_surface_27,a stainless-steel pet water bowl,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a stainless-steel pet water bowl is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0082,wdp0109,liquid_surface,surface_flow,liquid_surface_27,a stainless-steel pet water bowl,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a stainless-steel pet water bowl is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0083,wdp0110,liquid_surface,surface_flow,liquid_surface_27,a stainless-steel pet water bowl,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a stainless-steel pet water bowl is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0084,wdp0112,liquid_surface,surface_flow,liquid_surface_28,a carved granite basin filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a carved granite basin filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0085,wdp0113,liquid_surface,surface_flow,liquid_surface_28,a carved granite basin filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a carved granite basin filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0086,wdp0114,liquid_surface,surface_flow,liquid_surface_28,a carved granite basin filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a carved granite basin filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0087,wdp0116,liquid_surface,surface_flow,liquid_surface_29,a polished copper bowl filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished copper bowl filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0088,wdp0117,liquid_surface,surface_flow,liquid_surface_29,a polished copper bowl filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished copper bowl filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0089,wdp0118,liquid_surface,surface_flow,liquid_surface_29,a polished copper bowl filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished copper bowl filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0090,wdp0120,liquid_surface,surface_flow,liquid_surface_30,a polished brass bowl filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished brass bowl filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0091,wdp0121,liquid_surface,surface_flow,liquid_surface_30,a polished brass bowl filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished brass bowl filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0092,wdp0122,liquid_surface,surface_flow,liquid_surface_30,a polished brass bowl filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a polished brass bowl filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0093,wdp0124,liquid_surface,surface_flow,liquid_surface_31,a shallow aluminum pan filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow aluminum pan filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0094,wdp0125,liquid_surface,surface_flow,liquid_surface_31,a shallow aluminum pan filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow aluminum pan filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0095,wdp0126,liquid_surface,surface_flow,liquid_surface_31,a shallow aluminum pan filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow aluminum pan filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0096,wdp0128,liquid_surface,surface_flow,liquid_surface_32,a rectangular glass baking dish filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a rectangular glass baking dish filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0097,wdp0129,liquid_surface,surface_flow,liquid_surface_32,a rectangular glass baking dish filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a rectangular glass baking dish filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0098,wdp0130,liquid_surface,surface_flow,liquid_surface_32,a rectangular glass baking dish filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a rectangular glass baking dish filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0099,wdp0132,liquid_surface,surface_flow,liquid_surface_33,a clear acrylic tank filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clear acrylic tank filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0100,wdp0133,liquid_surface,surface_flow,liquid_surface_33,a clear acrylic tank filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clear acrylic tank filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0101,wdp0134,liquid_surface,surface_flow,liquid_surface_33,a clear acrylic tank filled with water,2,"completely still, with a shallow motionless water surface",slightly right of center,a low radial splash forms and several shallow ripples expand outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clear acrylic tank filled with water is completely still, with a shallow motionless water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, a low radial splash forms and several shallow ripples expand outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0102,wdp0136,liquid_surface,surface_flow,liquid_surface_34,a shallow laboratory glass tray filled with water,0,"completely still, with a perfectly flat water surface",the center of the water surface,a small crown splash rises and concentric ripples spread outward,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow laboratory glass tray filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdsimple0103,wdp0137,liquid_surface,surface_flow,liquid_surface_34,a shallow laboratory glass tray filled with water,1,"completely still, with a calm level water surface",slightly left of the center of the water surface,a brief impact cavity closes and circular ripples cross the surface,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow laboratory glass tray filled with water is completely still, with a calm level water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of the center of the water surface. Only after contact, a brief impact cavity closes and circular ripples cross the surface. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
