scene_id,family,receiver,fixed_seed,prompt,target_concept,expected_effect
collisionx052,upright_pieces,four small yellow game pawns standing upright,10052,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four small yellow game pawns standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx053,upright_pieces,six tan wooden dowels standing on end,10053,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six tan wooden dowels standing on end remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx054,upright_pieces,five lightweight white domino pieces in a row,10054,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five lightweight white domino pieces in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx055,upright_pieces,four short blue toy posts standing upright,10055,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four short blue toy posts standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx056,upright_pieces,six small wooden cylinders standing in a line,10056,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six small wooden cylinders standing in a line remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx057,upright_pieces,five red plastic pawns standing close together,10057,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five red plastic pawns standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx058,upright_pieces,four light cork pegs standing on end,10058,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four light cork pegs standing on end remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx059,upright_pieces,six short yellow toy pins in a straight row,10059,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six short yellow toy pins in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx060,upright_pieces,five blue wooden posts standing upright,10060,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five blue wooden posts standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx061,upright_pieces,four small white bowling pins in a row,10061,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four small white bowling pins in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx062,upright_pieces,six lightweight game pieces standing close together,10062,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six lightweight game pieces standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx063,upright_pieces,five tan wooden pegs standing in a line,10063,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five tan wooden pegs standing in a line remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx064,upright_pieces,four red plastic domino pieces standing upright,10064,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four red plastic domino pieces standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx065,upright_pieces,six short blue wooden cylinders on end,10065,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six short blue wooden cylinders on end remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx066,upright_pieces,five yellow toy pawns standing close together,10066,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five yellow toy pawns standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx067,upright_pieces,four lightweight wooden pins in a row,10067,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four lightweight wooden pins in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx068,upright_pieces,six white plastic posts standing upright,10068,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six white plastic posts standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx069,upright_pieces,five small red wooden pegs in a line,10069,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five small red wooden pegs in a line remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx070,upright_pieces,four blue toy bowling pins standing together,10070,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four blue toy bowling pins standing together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx071,upright_pieces,six light cork cylinders standing on end,10071,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six light cork cylinders standing on end remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
