scene_id,family,receiver,fixed_seed,prompt,target_concept,expected_effect
collisionf057,toy_pawn,three small green game pieces,11057,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small green game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf058,toy_pawn,three small orange game pieces,11058,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small orange game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf059,toy_pawn,three small gray game pieces,11059,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small gray game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf060,wide_domino,three wide white domino blocks,11060,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide white domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf061,wide_domino,three wide blue domino blocks,11061,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide blue domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf062,wide_domino,three wide yellow domino blocks,11062,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide yellow domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf063,wide_domino,three wide green domino blocks,11063,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide green domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf064,wide_domino,three wide tan wooden blocks,11064,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide tan wooden blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf065,wide_domino,three wide gray toy blocks,11065,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three wide gray toy blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf066,wide_domino,three short white domino blocks,11066,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short white domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf067,wide_domino,three short blue domino blocks,11067,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short blue domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf068,wide_domino,three short yellow domino blocks,11068,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short yellow domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf069,wide_domino,three short green domino blocks,11069,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short green domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf070,wide_domino,three short tan domino blocks,11070,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short tan domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf071,wide_domino,three short gray domino blocks,11071,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short gray domino blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
