scene_id,source_scene_id,family,mechanism,receiver_id,receiver,variant,surface_condition,impact_location,causal_footprint,generation_prompt_type,result_mentioned_in_prompt,erase_instruction,seed_policy,prompt
wdimplicit0052,wdsimple0154,hard_surface,surface_residue,hard_surface_02,transparent glass tabletop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0053,wdsimple0156,hard_surface,surface_residue,hard_surface_03,polished dark marble slab,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0054,wdsimple0158,hard_surface,surface_residue,hard_surface_04,plain white ceramic plate,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0055,wdsimple0160,hard_surface,surface_residue,hard_surface_05,blue plastic cutting board,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0056,wdsimple0162,hard_surface,surface_residue,hard_surface_06,granite countertop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0057,wdsimple0164,hard_surface,surface_residue,hard_surface_07,white quartz countertop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0058,wdsimple0166,hard_surface,surface_residue,hard_surface_08,dark slate tile,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0059,wdsimple0168,hard_surface,surface_residue,hard_surface_09,polished concrete slab,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0060,wdsimple0170,hard_surface,surface_residue,hard_surface_10,smooth epoxy floor sample,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0061,wdsimple0172,hard_surface,surface_residue,hard_surface_11,vinyl flooring sample,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0062,wdsimple0174,hard_surface,surface_residue,hard_surface_12,porcelain sink ledge,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0063,wdsimple0176,hard_surface,surface_residue,hard_surface_13,white enamel stove surface,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white enamel stove surface is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0064,wdsimple0178,hard_surface,surface_residue,hard_surface_14,flat chrome-plated shelf,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat chrome-plated shelf is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0065,wdsimple0180,hard_surface,surface_residue,hard_surface_15,brushed aluminum sheet,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, brushed aluminum sheet is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0066,wdsimple0182,hard_surface,surface_residue,hard_surface_16,polished copper plate,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished copper plate is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0067,wdsimple0184,hard_surface,surface_residue,hard_surface_17,polished brass plate,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished brass plate is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0068,wdsimple0186,hard_surface,surface_residue,hard_surface_18,steel workbench top,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, steel workbench top is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0069,wdsimple0188,hard_surface,surface_residue,hard_surface_19,flat cast-iron griddle,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat cast-iron griddle is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0070,wdsimple0190,hard_surface,surface_residue,hard_surface_20,black nonstick baking tray,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, black nonstick baking tray is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0071,wdsimple0192,hard_surface,surface_residue,hard_surface_21,clear glass plate,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass plate is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0072,wdsimple0194,hard_surface,surface_residue,hard_surface_22,clear acrylic sheet,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear acrylic sheet is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0073,wdsimple0196,hard_surface,surface_residue,hard_surface_23,polycarbonate panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polycarbonate panel is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0074,wdsimple0198,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0075,wdsimple0200,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0076,wdsimple0202,hard_surface,surface_residue,hard_surface_26,laminated office desk,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0077,wdsimple0204,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0078,wdsimple0206,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0079,wdsimple0208,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0080,wdsimple0210,hard_surface,surface_residue,hard_surface_30,flat wall mirror,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0081,wdsimple0212,hard_surface,surface_residue,hard_surface_31,glazed brick,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0082,wdsimple0214,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0083,wdsimple0216,hard_surface,surface_residue,hard_surface_33,polished stone coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished stone coaster is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0084,wdsimple0218,hard_surface,surface_residue,hard_surface_34,glazed ceramic coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed ceramic coaster is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0085,wdsimple0220,hard_surface,surface_residue,hard_surface_35,clear glass coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear glass coaster is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0086,wdsimple0222,hard_surface,surface_residue,hard_surface_36,stainless-steel coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel coaster is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0087,wdsimple0224,hard_surface,surface_residue,hard_surface_37,rigid plastic cafeteria tray,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid plastic cafeteria tray is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0088,wdsimple0226,hard_surface,surface_residue,hard_surface_38,porcelain bathtub ledge,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain bathtub ledge is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0089,wdsimple0228,hard_surface,surface_residue,hard_surface_39,flat section of a painted car hood,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat section of a painted car hood is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0090,wdsimple0230,hard_surface,surface_residue,hard_surface_40,flat smartphone glass screen,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat smartphone glass screen is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0091,wdsimple0232,hard_surface,surface_residue,hard_surface_41,laptop glass trackpad,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laptop glass trackpad is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0092,wdsimple0234,hard_surface,surface_residue,hard_surface_42,camera filter glass,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, camera filter glass is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0093,wdsimple0236,hard_surface,surface_residue,hard_surface_43,laboratory resin worktop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory resin worktop is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0094,wdsimple0238,hard_surface,surface_residue,hard_surface_44,smooth whiteboard panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth whiteboard panel is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0095,wdsimple0240,hard_surface,surface_residue,hard_surface_45,polished obsidian slab,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished obsidian slab is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0096,wdsimple0242,hard_surface,surface_residue,hard_surface_46,polished jade slab,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished jade slab is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0097,wdsimple0244,hard_surface,surface_residue,hard_surface_47,terrazzo tile,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, terrazzo tile is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0098,wdsimple0246,hard_surface,surface_residue,hard_surface_48,glazed porcelain floor tile,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed porcelain floor tile is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
wdimplicit0099,wdsimple0248,hard_surface,surface_residue,hard_surface_49,sealed concrete paver,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,implicit_outcome,false,Remove the water droplet.,one_fixed_seed,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed concrete paver is clean, completely dry, horizontal, and motionless. No water droplet is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. The camera and lighting remain fixed throughout."
