pair_index,pair_id,source_id,receiver_id,receiver,prompt_variant,seed,video_path,frame_count,fps,mean_adjacent_mae,first_last_mae,max_adjacent_mae,max_to_median_ratio,technical_status,semantic_status,final_status,contact_sheet,notes
62,widyn_train_0062_red_apple_cooking_pot_direct,red_apple,cooking_pot,a black cooking pot filled with water,direct,26062,outputs/water_impact_dynamic_v1/train_targets_v1/videos/062_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26062.mp4,49,8,0.8617,1.4139,1.3653,1.6432,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/062_cooking_pot_direct.jpg,
63,widyn_train_0063_red_apple_cooking_pot_natural,red_apple,cooking_pot,a black cooking pot filled with water,natural,26063,outputs/water_impact_dynamic_v1/train_targets_v1/videos/063_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26063.mp4,49,8,0.6754,1.4002,1.0267,1.5192,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/063_cooking_pot_natural.jpg,
64,widyn_train_0064_red_apple_garden_birdbath_direct,red_apple,garden_birdbath,a round stone birdbath filled with water,direct,26064,outputs/water_impact_dynamic_v1/train_targets_v1/videos/064_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26064.mp4,49,8,0.3235,2.7676,1.9166,7.6841,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/064_garden_birdbath_direct.jpg,
65,widyn_train_0065_red_apple_garden_birdbath_natural,red_apple,garden_birdbath,a round stone birdbath filled with water,natural,26065,outputs/water_impact_dynamic_v1/train_targets_v1/videos/065_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26065.mp4,49,8,0.5876,4.4371,2.0056,4.3078,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/065_garden_birdbath_natural.jpg,
66,widyn_train_0066_red_apple_glass_dish_direct,red_apple,glass_dish,a rectangular glass baking dish filled with water,direct,26066,outputs/water_impact_dynamic_v1/train_targets_v1/videos/066_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26066.mp4,49,8,0.1931,1.1723,0.6338,3.9623,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/066_glass_dish_direct.jpg,
67,widyn_train_0067_red_apple_glass_dish_natural,red_apple,glass_dish,a rectangular glass baking dish filled with water,natural,26067,outputs/water_impact_dynamic_v1/train_targets_v1/videos/067_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26067.mp4,49,8,0.1727,1.0807,0.6124,4.6785,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/067_glass_dish_natural.jpg,
68,widyn_train_0068_red_apple_plastic_tub_direct,red_apple,plastic_tub,a blue plastic storage tub filled with water,direct,26068,outputs/water_impact_dynamic_v1/train_targets_v1/videos/068_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26068.mp4,49,8,0.2463,1.3283,0.9050,3.9818,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/068_plastic_tub_direct.jpg,
69,widyn_train_0069_red_apple_plastic_tub_natural,red_apple,plastic_tub,a blue plastic storage tub filled with water,natural,26069,outputs/water_impact_dynamic_v1/train_targets_v1/videos/069_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26069.mp4,49,8,0.6776,2.2961,0.9619,1.4383,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/069_plastic_tub_natural.jpg,
70,widyn_train_0070_red_apple_laboratory_beaker_direct,red_apple,laboratory_beaker,a laboratory beaker filled with clear water,direct,26070,outputs/water_impact_dynamic_v1/train_targets_v1/videos/070_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26070.mp4,49,8,0.1597,1.0379,0.5444,4.0190,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/070_laboratory_beaker_direct.jpg,
71,widyn_train_0071_red_apple_laboratory_beaker_natural,red_apple,laboratory_beaker,a laboratory beaker filled with clear water,natural,26071,outputs/water_impact_dynamic_v1/train_targets_v1/videos/071_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26071.mp4,49,8,0.1917,1.2141,0.6547,4.0360,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/071_laboratory_beaker_natural.jpg,
72,widyn_train_0072_green_lime_shallow_pond_direct,green_lime,shallow_pond,a calm shallow pond,direct,26072,outputs/water_impact_dynamic_v1/train_targets_v1/videos/072_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26072.mp4,49,8,0.3985,1.6938,0.8948,2.2461,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/072_shallow_pond_direct.jpg,
73,widyn_train_0073_green_lime_shallow_pond_natural,green_lime,shallow_pond,a calm shallow pond,natural,26073,outputs/water_impact_dynamic_v1/train_targets_v1/videos/073_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26073.mp4,49,8,0.4173,1.5717,0.8140,2.0972,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/073_shallow_pond_natural.jpg,
74,widyn_train_0074_green_lime_glass_bowl_direct,green_lime,glass_bowl,a transparent glass mixing bowl filled with water,direct,26074,outputs/water_impact_dynamic_v1/train_targets_v1/videos/074_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26074.mp4,49,8,0.2962,1.6947,0.7171,2.5517,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/074_glass_bowl_direct.jpg,
75,widyn_train_0075_green_lime_glass_bowl_natural,green_lime,glass_bowl,a transparent glass mixing bowl filled with water,natural,26075,outputs/water_impact_dynamic_v1/train_targets_v1/videos/075_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26075.mp4,49,8,0.1715,1.2010,0.5984,4.6012,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/075_glass_bowl_natural.jpg,
76,widyn_train_0076_green_lime_white_basin_direct,green_lime,white_basin,a wide white ceramic basin filled with water,direct,26076,outputs/water_impact_dynamic_v1/train_targets_v1/videos/076_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26076.mp4,49,8,0.2093,1.1193,0.6216,3.6097,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/076_white_basin_direct.jpg,
77,widyn_train_0077_green_lime_white_basin_natural,green_lime,white_basin,a wide white ceramic basin filled with water,natural,26077,outputs/water_impact_dynamic_v1/train_targets_v1/videos/077_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26077.mp4,49,8,0.2365,0.9823,0.6906,3.1849,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/077_white_basin_natural.jpg,
78,widyn_train_0078_green_lime_glass_tank_direct,green_lime,glass_tank,a clear rectangular glass tank filled with water,direct,26078,outputs/water_impact_dynamic_v1/train_targets_v1/videos/078_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26078.mp4,49,8,0.1827,1.1942,0.6692,5.0329,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/078_glass_tank_direct.jpg,
79,widyn_train_0079_green_lime_glass_tank_natural,green_lime,glass_tank,a clear rectangular glass tank filled with water,natural,26079,outputs/water_impact_dynamic_v1/train_targets_v1/videos/079_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26079.mp4,49,8,0.1576,0.9732,0.4982,4.1215,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/079_glass_tank_natural.jpg,
80,widyn_train_0080_green_lime_metal_bucket_direct,green_lime,metal_bucket,a clean metal bucket filled with water,direct,26080,outputs/water_impact_dynamic_v1/train_targets_v1/videos/080_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26080.mp4,49,8,0.9501,1.9823,1.4495,1.5848,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/080_metal_bucket_direct.jpg,
81,widyn_train_0081_green_lime_metal_bucket_natural,green_lime,metal_bucket,a clean metal bucket filled with water,natural,26081,outputs/water_impact_dynamic_v1/train_targets_v1/videos/081_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26081.mp4,49,8,1.4919,9.5519,12.4908,13.8779,review_abrupt_transition,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/081_metal_bucket_natural.jpg,a human hand enters the bucket
82,widyn_train_0082_green_lime_kitchen_sink_direct,green_lime,kitchen_sink,a stainless-steel kitchen sink basin filled with water,direct,26082,outputs/water_impact_dynamic_v1/train_targets_v1/videos/082_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26082.mp4,49,8,0.3392,1.4251,0.8317,2.6311,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/082_kitchen_sink_direct.jpg,
83,widyn_train_0083_green_lime_kitchen_sink_natural,green_lime,kitchen_sink,a stainless-steel kitchen sink basin filled with water,natural,26083,outputs/water_impact_dynamic_v1/train_targets_v1/videos/083_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26083.mp4,49,8,0.2152,1.5465,0.7391,4.5791,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/083_kitchen_sink_natural.jpg,
84,widyn_train_0084_green_lime_porcelain_bowl_direct,green_lime,porcelain_bowl,a plain porcelain soup bowl filled with water,direct,26084,outputs/water_impact_dynamic_v1/train_targets_v1/videos/084_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26084.mp4,49,8,0.4611,1.5162,1.4430,3.2529,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/084_porcelain_bowl_direct.jpg,
85,widyn_train_0085_green_lime_porcelain_bowl_natural,green_lime,porcelain_bowl,a plain porcelain soup bowl filled with water,natural,26085,outputs/water_impact_dynamic_v1/train_targets_v1/videos/085_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26085.mp4,49,8,0.3068,1.2209,0.8396,3.0871,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/085_porcelain_bowl_natural.jpg,
86,widyn_train_0086_green_lime_cooking_pot_direct,green_lime,cooking_pot,a black cooking pot filled with water,direct,26086,outputs/water_impact_dynamic_v1/train_targets_v1/videos/086_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26086.mp4,49,8,3.9315,65.6360,10.1501,3.0965,candidate,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/086_cooking_pot_direct.jpg,a large white region appears and changes across the water surface
87,widyn_train_0087_green_lime_cooking_pot_natural,green_lime,cooking_pot,a black cooking pot filled with water,natural,26087,outputs/water_impact_dynamic_v1/train_targets_v1/videos/087_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26087.mp4,49,8,0.9644,2.0009,1.8979,2.1056,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/087_cooking_pot_natural.jpg,
88,widyn_train_0088_green_lime_garden_birdbath_direct,green_lime,garden_birdbath,a round stone birdbath filled with water,direct,26088,outputs/water_impact_dynamic_v1/train_targets_v1/videos/088_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26088.mp4,49,8,0.2917,2.0694,1.4937,7.7917,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/088_garden_birdbath_direct.jpg,
89,widyn_train_0089_green_lime_garden_birdbath_natural,green_lime,garden_birdbath,a round stone birdbath filled with water,natural,26089,outputs/water_impact_dynamic_v1/train_targets_v1/videos/089_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26089.mp4,49,8,0.7500,3.1317,2.3504,3.6048,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/089_garden_birdbath_natural.jpg,
90,widyn_train_0090_green_lime_glass_dish_direct,green_lime,glass_dish,a rectangular glass baking dish filled with water,direct,26090,outputs/water_impact_dynamic_v1/train_targets_v1/videos/090_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26090.mp4,49,8,0.3438,7.9367,1.9534,12.3353,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/090_glass_dish_direct.jpg,
91,widyn_train_0091_green_lime_glass_dish_natural,green_lime,glass_dish,a rectangular glass baking dish filled with water,natural,26091,outputs/water_impact_dynamic_v1/train_targets_v1/videos/091_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26091.mp4,49,8,0.1719,1.1630,0.6542,4.8653,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/091_glass_dish_natural.jpg,
92,widyn_train_0092_green_lime_plastic_tub_direct,green_lime,plastic_tub,a blue plastic storage tub filled with water,direct,26092,outputs/water_impact_dynamic_v1/train_targets_v1/videos/092_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26092.mp4,49,8,0.6482,9.6099,6.6704,15.1900,review_abrupt_transition,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/092_plastic_tub_direct.jpg,a white object enters the plastic tub
93,widyn_train_0093_green_lime_plastic_tub_natural,green_lime,plastic_tub,a blue plastic storage tub filled with water,natural,26093,outputs/water_impact_dynamic_v1/train_targets_v1/videos/093_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26093.mp4,49,8,1.2317,2.6892,1.9590,1.5877,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/093_plastic_tub_natural.jpg,
94,widyn_train_0094_green_lime_laboratory_beaker_direct,green_lime,laboratory_beaker,a laboratory beaker filled with clear water,direct,26094,outputs/water_impact_dynamic_v1/train_targets_v1/videos/094_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26094.mp4,49,8,0.3846,2.1233,1.0324,3.4599,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/094_laboratory_beaker_direct.jpg,
95,widyn_train_0095_green_lime_laboratory_beaker_natural,green_lime,laboratory_beaker,a laboratory beaker filled with clear water,natural,26095,outputs/water_impact_dynamic_v1/train_targets_v1/videos/095_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26095.mp4,49,8,0.1642,0.9281,0.6152,5.1216,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/095_laboratory_beaker_natural.jpg,
96,widyn_train_0096_blue_marble_shallow_pond_direct,blue_marble,shallow_pond,a calm shallow pond,direct,26096,outputs/water_impact_dynamic_v1/train_targets_v1/videos/096_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26096.mp4,49,8,0.2927,1.3788,1.0734,4.4446,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/096_shallow_pond_direct.jpg,
97,widyn_train_0097_blue_marble_shallow_pond_natural,blue_marble,shallow_pond,a calm shallow pond,natural,26097,outputs/water_impact_dynamic_v1/train_targets_v1/videos/097_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26097.mp4,49,8,0.8290,2.0710,1.3643,1.5990,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/097_shallow_pond_natural.jpg,
98,widyn_train_0098_blue_marble_glass_bowl_direct,blue_marble,glass_bowl,a transparent glass mixing bowl filled with water,direct,26098,outputs/water_impact_dynamic_v1/train_targets_v1/videos/098_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26098.mp4,49,8,0.3850,6.1024,4.9692,22.4780,review_abrupt_transition,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/098_glass_bowl_direct.jpg,visual review accepted despite technical warning
99,widyn_train_0099_blue_marble_glass_bowl_natural,blue_marble,glass_bowl,a transparent glass mixing bowl filled with water,natural,26099,outputs/water_impact_dynamic_v1/train_targets_v1/videos/099_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26099.mp4,49,8,0.1822,1.3035,0.6958,5.1336,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/099_glass_bowl_natural.jpg,
100,widyn_train_0100_blue_marble_white_basin_direct,blue_marble,white_basin,a wide white ceramic basin filled with water,direct,26100,outputs/water_impact_dynamic_v1/train_targets_v1/videos/100_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26100.mp4,49,8,0.1136,0.7023,0.4753,5.6110,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/100_white_basin_direct.jpg,
101,widyn_train_0101_blue_marble_white_basin_natural,blue_marble,white_basin,a wide white ceramic basin filled with water,natural,26101,outputs/water_impact_dynamic_v1/train_targets_v1/videos/101_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26101.mp4,49,8,0.1971,0.7583,0.5141,3.1752,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/101_white_basin_natural.jpg,
102,widyn_train_0102_blue_marble_glass_tank_direct,blue_marble,glass_tank,a clear rectangular glass tank filled with water,direct,26102,outputs/water_impact_dynamic_v1/train_targets_v1/videos/102_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26102.mp4,49,8,0.1505,0.9987,0.6914,5.9132,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/102_glass_tank_direct.jpg,
103,widyn_train_0103_blue_marble_glass_tank_natural,blue_marble,glass_tank,a clear rectangular glass tank filled with water,natural,26103,outputs/water_impact_dynamic_v1/train_targets_v1/videos/103_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26103.mp4,49,8,0.1707,1.1511,0.5335,4.1284,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/103_glass_tank_natural.jpg,
104,widyn_train_0104_blue_marble_metal_bucket_direct,blue_marble,metal_bucket,a clean metal bucket filled with water,direct,26104,outputs/water_impact_dynamic_v1/train_targets_v1/videos/104_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26104.mp4,49,8,0.2725,1.2337,0.6882,2.7363,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/104_metal_bucket_direct.jpg,
105,widyn_train_0105_blue_marble_metal_bucket_natural,blue_marble,metal_bucket,a clean metal bucket filled with water,natural,26105,outputs/water_impact_dynamic_v1/train_targets_v1/videos/105_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26105.mp4,49,8,4.1837,8.0186,6.8082,1.6167,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/105_metal_bucket_natural.jpg,
106,widyn_train_0106_blue_marble_kitchen_sink_direct,blue_marble,kitchen_sink,a stainless-steel kitchen sink basin filled with water,direct,26106,outputs/water_impact_dynamic_v1/train_targets_v1/videos/106_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26106.mp4,49,8,0.5236,1.3866,0.9525,1.8222,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/106_kitchen_sink_direct.jpg,
107,widyn_train_0107_blue_marble_kitchen_sink_natural,blue_marble,kitchen_sink,a stainless-steel kitchen sink basin filled with water,natural,26107,outputs/water_impact_dynamic_v1/train_targets_v1/videos/107_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26107.mp4,49,8,0.6219,1.6958,1.4469,2.6337,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/107_kitchen_sink_natural.jpg,
108,widyn_train_0108_blue_marble_porcelain_bowl_direct,blue_marble,porcelain_bowl,a plain porcelain soup bowl filled with water,direct,26108,outputs/water_impact_dynamic_v1/train_targets_v1/videos/108_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26108.mp4,49,8,0.1677,0.7704,0.5170,3.6392,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/108_porcelain_bowl_direct.jpg,
109,widyn_train_0109_blue_marble_porcelain_bowl_natural,blue_marble,porcelain_bowl,a plain porcelain soup bowl filled with water,natural,26109,outputs/water_impact_dynamic_v1/train_targets_v1/videos/109_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26109.mp4,49,8,0.1208,0.6814,0.4176,4.8024,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/109_porcelain_bowl_natural.jpg,
110,widyn_train_0110_blue_marble_cooking_pot_direct,blue_marble,cooking_pot,a black cooking pot filled with water,direct,26110,outputs/water_impact_dynamic_v1/train_targets_v1/videos/110_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26110.mp4,49,8,1.0548,3.7565,2.7937,3.0879,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/110_cooking_pot_direct.jpg,
111,widyn_train_0111_blue_marble_cooking_pot_natural,blue_marble,cooking_pot,a black cooking pot filled with water,natural,26111,outputs/water_impact_dynamic_v1/train_targets_v1/videos/111_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26111.mp4,49,8,4.6035,10.8718,9.3839,2.1195,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/111_cooking_pot_natural.jpg,
112,widyn_train_0112_blue_marble_garden_birdbath_direct,blue_marble,garden_birdbath,a round stone birdbath filled with water,direct,26112,outputs/water_impact_dynamic_v1/train_targets_v1/videos/112_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26112.mp4,49,8,0.1924,1.3300,0.8727,6.2789,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/112_garden_birdbath_direct.jpg,
113,widyn_train_0113_blue_marble_garden_birdbath_natural,blue_marble,garden_birdbath,a round stone birdbath filled with water,natural,26113,outputs/water_impact_dynamic_v1/train_targets_v1/videos/113_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26113.mp4,49,8,7.7475,9.2104,9.8867,1.2634,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/113_garden_birdbath_natural.jpg,
114,widyn_train_0114_blue_marble_glass_dish_direct,blue_marble,glass_dish,a rectangular glass baking dish filled with water,direct,26114,outputs/water_impact_dynamic_v1/train_targets_v1/videos/114_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26114.mp4,49,8,0.7375,2.0506,1.0716,1.4345,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/114_glass_dish_direct.jpg,
115,widyn_train_0115_blue_marble_glass_dish_natural,blue_marble,glass_dish,a rectangular glass baking dish filled with water,natural,26115,outputs/water_impact_dynamic_v1/train_targets_v1/videos/115_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26115.mp4,49,8,0.1770,1.2312,0.5991,4.2601,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/115_glass_dish_natural.jpg,
116,widyn_train_0116_blue_marble_plastic_tub_direct,blue_marble,plastic_tub,a blue plastic storage tub filled with water,direct,26116,outputs/water_impact_dynamic_v1/train_targets_v1/videos/116_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26116.mp4,49,8,0.2791,1.2200,0.8206,3.4251,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/116_plastic_tub_direct.jpg,
117,widyn_train_0117_blue_marble_plastic_tub_natural,blue_marble,plastic_tub,a blue plastic storage tub filled with water,natural,26117,outputs/water_impact_dynamic_v1/train_targets_v1/videos/117_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26117.mp4,49,8,2.0293,4.3592,3.5153,1.7870,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/117_plastic_tub_natural.jpg,
118,widyn_train_0118_blue_marble_laboratory_beaker_direct,blue_marble,laboratory_beaker,a laboratory beaker filled with clear water,direct,26118,outputs/water_impact_dynamic_v1/train_targets_v1/videos/118_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26118.mp4,49,8,0.9336,4.7824,3.7384,8.5003,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/118_laboratory_beaker_direct.jpg,
119,widyn_train_0119_blue_marble_laboratory_beaker_natural,blue_marble,laboratory_beaker,a laboratory beaker filled with clear water,natural,26119,outputs/water_impact_dynamic_v1/train_targets_v1/videos/119_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26119.mp4,49,8,0.5988,5.7476,1.2875,2.4237,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/119_laboratory_beaker_natural.jpg,
120,widyn_train_0120_wooden_cube_shallow_pond_direct,wooden_cube,shallow_pond,a calm shallow pond,direct,26120,outputs/water_impact_dynamic_v1/train_targets_v1/videos/120_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26120.mp4,49,8,0.2950,1.6214,0.9188,3.8532,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/120_shallow_pond_direct.jpg,
121,widyn_train_0121_wooden_cube_shallow_pond_natural,wooden_cube,shallow_pond,a calm shallow pond,natural,26121,outputs/water_impact_dynamic_v1/train_targets_v1/videos/121_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26121.mp4,49,8,0.5747,2.0034,0.9293,1.6317,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/121_shallow_pond_natural.jpg,
122,widyn_train_0122_wooden_cube_glass_bowl_direct,wooden_cube,glass_bowl,a transparent glass mixing bowl filled with water,direct,26122,outputs/water_impact_dynamic_v1/train_targets_v1/videos/122_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26122.mp4,49,8,0.1412,0.9705,0.5385,5.1785,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/122_glass_bowl_direct.jpg,
123,widyn_train_0123_wooden_cube_glass_bowl_natural,wooden_cube,glass_bowl,a transparent glass mixing bowl filled with water,natural,26123,outputs/water_impact_dynamic_v1/train_targets_v1/videos/123_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26123.mp4,49,8,0.1576,0.9519,0.6702,6.2588,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/123_glass_bowl_natural.jpg,
124,widyn_train_0124_wooden_cube_white_basin_direct,wooden_cube,white_basin,a wide white ceramic basin filled with water,direct,26124,outputs/water_impact_dynamic_v1/train_targets_v1/videos/124_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26124.mp4,49,8,0.1736,0.9863,0.5678,4.3391,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/124_white_basin_direct.jpg,
125,widyn_train_0125_wooden_cube_white_basin_natural,wooden_cube,white_basin,a wide white ceramic basin filled with water,natural,26125,outputs/water_impact_dynamic_v1/train_targets_v1/videos/125_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26125.mp4,49,8,0.1474,0.8311,0.5212,4.7689,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/125_white_basin_natural.jpg,
