protocol_version,pair_id,split,generalization_group,mechanism,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,training_prompt,target_generation_prompt,expected_factual_event,expected_counterfactual_state,seed,num_frames,fps,factual_video,desired_target_video
water_impact_dynamic_v1,widyn_train_0044_ice_cube_plastic_tub_direct,train,seen_source_seen_receiver,object_enters_water,ice_cube,one small transparent ice cube,yes,plastic_tub,a blue plastic storage tub filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small transparent ice cube falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26044,49,8,,
water_impact_dynamic_v1,widyn_train_0045_ice_cube_plastic_tub_natural,train,seen_source_seen_receiver,object_enters_water,ice_cube,one small transparent ice cube,yes,plastic_tub,a blue plastic storage tub filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small transparent ice cube drops into the center of the water in a blue plastic storage tub filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26045,49,8,,
water_impact_dynamic_v1,widyn_train_0046_ice_cube_laboratory_beaker_direct,train,seen_source_seen_receiver,object_enters_water,ice_cube,one small transparent ice cube,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small transparent ice cube falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26046,49,8,,
water_impact_dynamic_v1,widyn_train_0047_ice_cube_laboratory_beaker_natural,train,seen_source_seen_receiver,object_enters_water,ice_cube,one small transparent ice cube,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small transparent ice cube drops into the center of the water in a laboratory beaker filled with clear water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26047,49,8,,
water_impact_dynamic_v1,widyn_train_0048_red_apple_shallow_pond_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a calm shallow pond, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26048,49,8,,
water_impact_dynamic_v1,widyn_train_0049_red_apple_shallow_pond_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a calm shallow pond. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26049,49,8,,
water_impact_dynamic_v1,widyn_train_0050_red_apple_glass_bowl_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a transparent glass mixing bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26050,49,8,,
water_impact_dynamic_v1,widyn_train_0051_red_apple_glass_bowl_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a transparent glass mixing bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26051,49,8,,
water_impact_dynamic_v1,widyn_train_0052_red_apple_white_basin_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a wide white ceramic basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26052,49,8,,
water_impact_dynamic_v1,widyn_train_0053_red_apple_white_basin_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a wide white ceramic basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26053,49,8,,
water_impact_dynamic_v1,widyn_train_0054_red_apple_glass_tank_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a clear rectangular glass tank filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26054,49,8,,
water_impact_dynamic_v1,widyn_train_0055_red_apple_glass_tank_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a clear rectangular glass tank filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26055,49,8,,
water_impact_dynamic_v1,widyn_train_0056_red_apple_metal_bucket_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,metal_bucket,a clean metal bucket filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a clean metal bucket filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26056,49,8,,
water_impact_dynamic_v1,widyn_train_0057_red_apple_metal_bucket_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,metal_bucket,a clean metal bucket filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a clean metal bucket filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clean metal bucket filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26057,49,8,,
water_impact_dynamic_v1,widyn_train_0058_red_apple_kitchen_sink_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a stainless-steel kitchen sink basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26058,49,8,,
water_impact_dynamic_v1,widyn_train_0059_red_apple_kitchen_sink_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26059,49,8,,
water_impact_dynamic_v1,widyn_train_0060_red_apple_porcelain_bowl_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a plain porcelain soup bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a plain porcelain soup bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26060,49,8,,
water_impact_dynamic_v1,widyn_train_0061_red_apple_porcelain_bowl_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a plain porcelain soup bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a plain porcelain soup bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26061,49,8,,
water_impact_dynamic_v1,widyn_train_0062_red_apple_cooking_pot_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,cooking_pot,a black cooking pot filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a black cooking pot filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a black cooking pot filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26062,49,8,,
water_impact_dynamic_v1,widyn_train_0063_red_apple_cooking_pot_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,cooking_pot,a black cooking pot filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a black cooking pot filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a black cooking pot filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26063,49,8,,
water_impact_dynamic_v1,widyn_train_0064_red_apple_garden_birdbath_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,garden_birdbath,a round stone birdbath filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a round stone birdbath filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a round stone birdbath filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26064,49,8,,
water_impact_dynamic_v1,widyn_train_0065_red_apple_garden_birdbath_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,garden_birdbath,a round stone birdbath filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a round stone birdbath filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a round stone birdbath filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26065,49,8,,
water_impact_dynamic_v1,widyn_train_0066_red_apple_glass_dish_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_dish,a rectangular glass baking dish filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a rectangular glass baking dish filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a rectangular glass baking dish filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26066,49,8,,
water_impact_dynamic_v1,widyn_train_0067_red_apple_glass_dish_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,glass_dish,a rectangular glass baking dish filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a rectangular glass baking dish filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a rectangular glass baking dish filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26067,49,8,,
water_impact_dynamic_v1,widyn_train_0068_red_apple_plastic_tub_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,plastic_tub,a blue plastic storage tub filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26068,49,8,,
water_impact_dynamic_v1,widyn_train_0069_red_apple_plastic_tub_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,plastic_tub,a blue plastic storage tub filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a blue plastic storage tub filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a blue plastic storage tub filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26069,49,8,,
water_impact_dynamic_v1,widyn_train_0070_red_apple_laboratory_beaker_direct,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small red apple falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26070,49,8,,
water_impact_dynamic_v1,widyn_train_0071_red_apple_laboratory_beaker_natural,train,seen_source_seen_receiver,object_enters_water,red_apple,one small red apple,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small red apple drops into the center of the water in a laboratory beaker filled with clear water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a laboratory beaker filled with clear water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26071,49,8,,
water_impact_dynamic_v1,widyn_train_0072_green_lime_shallow_pond_direct,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,shallow_pond,a calm shallow pond,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small green lime falls naturally from above, enters the center of the water in a calm shallow pond, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26072,49,8,,
water_impact_dynamic_v1,widyn_train_0073_green_lime_shallow_pond_natural,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,shallow_pond,a calm shallow pond,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small green lime drops into the center of the water in a calm shallow pond. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a calm shallow pond. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26073,49,8,,
water_impact_dynamic_v1,widyn_train_0074_green_lime_glass_bowl_direct,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small green lime falls naturally from above, enters the center of the water in a transparent glass mixing bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26074,49,8,,
water_impact_dynamic_v1,widyn_train_0075_green_lime_glass_bowl_natural,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,glass_bowl,a transparent glass mixing bowl filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small green lime drops into the center of the water in a transparent glass mixing bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a transparent glass mixing bowl filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26075,49,8,,
water_impact_dynamic_v1,widyn_train_0076_green_lime_white_basin_direct,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,white_basin,a wide white ceramic basin filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small green lime falls naturally from above, enters the center of the water in a wide white ceramic basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26076,49,8,,
water_impact_dynamic_v1,widyn_train_0077_green_lime_white_basin_natural,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,white_basin,a wide white ceramic basin filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small green lime drops into the center of the water in a wide white ceramic basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a wide white ceramic basin filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26077,49,8,,
water_impact_dynamic_v1,widyn_train_0078_green_lime_glass_tank_direct,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,glass_tank,a clear rectangular glass tank filled with water,yes,direct,"A simple realistic locked-camera video in one continuous shot. One small green lime falls naturally from above, enters the center of the water in a clear rectangular glass tank filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. The water moves gently throughout the shot with subtle natural surface undulations and slowly changing reflections. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26078,49,8,,
water_impact_dynamic_v1,widyn_train_0079_green_lime_glass_tank_natural,train,seen_source_seen_receiver,object_enters_water,green_lime,one small green lime,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural,"A simple realistic locked-camera video in one continuous shot. In a single natural motion, one small green lime drops into the center of the water in a clear rectangular glass tank filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. The receiver, camera, lighting, and background remain consistent.","A simple realistic locked-camera video in one continuous shot showing a clear rectangular glass tank filled with water. Soft ambient air creates mild continuous movement on the water surface, while reflected light shifts naturally over time. Nothing falls into or strikes the water. No impact splash, impact cavity, or impact-generated circular wave appears. The receiver, camera, lighting, and background remain consistent.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26079,49,8,,
