# Waterdrop prompt bank v1: 800 unique scenes, one seed per prompt.
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark-gray ceramic tile is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark-gray ceramic tile is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark-gray ceramic tile is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark-gray ceramic tile is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel tray is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel tray is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel tray is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, stainless-steel tray is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, transparent glass tabletop is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished dark marble slab is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain white ceramic plate is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, blue plastic cutting board is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, granite countertop is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white quartz countertop is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dark slate tile is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished concrete slab is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, smooth epoxy floor sample is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, vinyl flooring sample is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a brief radial splash appears and several clear water beads remain
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and a thin localized wet spot remains
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water recoils after a tiny splash and gathers into one compact bead
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric splash appears and a small amount of water gathers against the edge
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, porcelain sink ledge is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | a small splash appears and one bead slides a short distance downhill leaving a wet trail
