# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video showing spiderweb cracks spread from the contact point, with no small brick or other visible cause in the frame. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: spiderweb cracks spread from the contact point, with no small brick visible. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of the same scene before the event, with no small brick, no visible cause, and no spiderweb cracks spread from the contact point. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video showing spiderweb cracks spread from the contact point, with no small brick or other visible cause in the frame. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: spiderweb cracks spread from the contact point, with no small brick visible. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of the same scene before the event, with no small brick, no visible cause, and no spiderweb cracks spread from the contact point. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video showing spiderweb cracks spread from the contact point, with no small brick or other visible cause in the frame. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: spiderweb cracks spread from the contact point, with no small brick visible. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of the same scene before the event, with no small brick, no visible cause, and no spiderweb cracks spread from the contact point. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video showing spiderweb cracks spread from the contact point, with no small brick or other visible cause in the frame. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: spiderweb cracks spread from the contact point, with no small brick visible. | small brick | spiderweb cracks spread from the contact point
A realistic fixed-camera close-up video of the same scene before the event, with no clear glass bead, no visible cause, and no concentric cracks spread across the ice. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video showing concentric cracks spread across the ice, with no clear glass bead or other visible cause in the frame. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: concentric cracks spread across the ice, with no clear glass bead visible. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of the same scene before the event, with no clear glass bead, no visible cause, and no concentric cracks spread across the ice. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video showing concentric cracks spread across the ice, with no clear glass bead or other visible cause in the frame. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: concentric cracks spread across the ice, with no clear glass bead visible. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of the same scene before the event, with no clear glass bead, no visible cause, and no concentric cracks spread across the ice. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video showing concentric cracks spread across the ice, with no clear glass bead or other visible cause in the frame. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: concentric cracks spread across the ice, with no clear glass bead visible. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of the same scene before the event, with no clear glass bead, no visible cause, and no concentric cracks spread across the ice. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video showing concentric cracks spread across the ice, with no clear glass bead or other visible cause in the frame. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: concentric cracks spread across the ice, with no clear glass bead visible. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of the same scene before the event, with no clear glass bead, no visible cause, and no concentric cracks spread across the ice. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video showing concentric cracks spread across the ice, with no clear glass bead or other visible cause in the frame. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: concentric cracks spread across the ice, with no clear glass bead visible. | clear glass bead | concentric cracks spread across the ice
A realistic fixed-camera close-up video of the same scene before the event, with no steel ball bearing, no visible cause, and no pale branching cracks appear on the slate. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video showing pale branching cracks appear on the slate, with no steel ball bearing or other visible cause in the frame. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: pale branching cracks appear on the slate, with no steel ball bearing visible. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of the same scene before the event, with no steel ball bearing, no visible cause, and no pale branching cracks appear on the slate. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video showing pale branching cracks appear on the slate, with no steel ball bearing or other visible cause in the frame. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: pale branching cracks appear on the slate, with no steel ball bearing visible. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of the same scene before the event, with no steel ball bearing, no visible cause, and no pale branching cracks appear on the slate. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video showing pale branching cracks appear on the slate, with no steel ball bearing or other visible cause in the frame. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: pale branching cracks appear on the slate, with no steel ball bearing visible. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of the same scene before the event, with no steel ball bearing, no visible cause, and no pale branching cracks appear on the slate. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video showing pale branching cracks appear on the slate, with no steel ball bearing or other visible cause in the frame. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: pale branching cracks appear on the slate, with no steel ball bearing visible. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of the same scene before the event, with no steel ball bearing, no visible cause, and no pale branching cracks appear on the slate. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video showing pale branching cracks appear on the slate, with no steel ball bearing or other visible cause in the frame. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: pale branching cracks appear on the slate, with no steel ball bearing visible. | steel ball bearing | pale branching cracks appear on the slate
A realistic fixed-camera close-up video of the same scene before the event, with no blue sneaker, no visible cause, and no a sharp shoeprint remains in the wet sand. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video showing a sharp shoeprint remains in the wet sand, with no blue sneaker or other visible cause in the frame. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a sharp shoeprint remains in the wet sand, with no blue sneaker visible. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of the same scene before the event, with no blue sneaker, no visible cause, and no a sharp shoeprint remains in the wet sand. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video showing a sharp shoeprint remains in the wet sand, with no blue sneaker or other visible cause in the frame. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a sharp shoeprint remains in the wet sand, with no blue sneaker visible. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of the same scene before the event, with no blue sneaker, no visible cause, and no a sharp shoeprint remains in the wet sand. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video showing a sharp shoeprint remains in the wet sand, with no blue sneaker or other visible cause in the frame. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a sharp shoeprint remains in the wet sand, with no blue sneaker visible. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of the same scene before the event, with no blue sneaker, no visible cause, and no a sharp shoeprint remains in the wet sand. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video showing a sharp shoeprint remains in the wet sand, with no blue sneaker or other visible cause in the frame. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a sharp shoeprint remains in the wet sand, with no blue sneaker visible. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of the same scene before the event, with no blue sneaker, no visible cause, and no a sharp shoeprint remains in the wet sand. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video showing a sharp shoeprint remains in the wet sand, with no blue sneaker or other visible cause in the frame. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a sharp shoeprint remains in the wet sand, with no blue sneaker visible. | blue sneaker | a sharp shoeprint remains in the wet sand
A realistic fixed-camera close-up video of the same scene before the event, with no bare hand, no visible cause, and no a handprint remains on the fogged glass. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video showing a handprint remains on the fogged glass, with no bare hand or other visible cause in the frame. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a handprint remains on the fogged glass, with no bare hand visible. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of the same scene before the event, with no bare hand, no visible cause, and no a handprint remains on the fogged glass. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video showing a handprint remains on the fogged glass, with no bare hand or other visible cause in the frame. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a handprint remains on the fogged glass, with no bare hand visible. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of the same scene before the event, with no bare hand, no visible cause, and no a handprint remains on the fogged glass. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video showing a handprint remains on the fogged glass, with no bare hand or other visible cause in the frame. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a handprint remains on the fogged glass, with no bare hand visible. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of the same scene before the event, with no bare hand, no visible cause, and no a handprint remains on the fogged glass. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video showing a handprint remains on the fogged glass, with no bare hand or other visible cause in the frame. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a handprint remains on the fogged glass, with no bare hand visible. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of the same scene before the event, with no bare hand, no visible cause, and no a handprint remains on the fogged glass. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video showing a handprint remains on the fogged glass, with no bare hand or other visible cause in the frame. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a handprint remains on the fogged glass, with no bare hand visible. | bare hand | a handprint remains on the fogged glass
A realistic fixed-camera close-up video of the same scene before the event, with no bicycle tire, no visible cause, and no a dark tire track remains in the mud. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video showing a dark tire track remains in the mud, with no bicycle tire or other visible cause in the frame. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a dark tire track remains in the mud, with no bicycle tire visible. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of the same scene before the event, with no bicycle tire, no visible cause, and no a dark tire track remains in the mud. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video showing a dark tire track remains in the mud, with no bicycle tire or other visible cause in the frame. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a dark tire track remains in the mud, with no bicycle tire visible. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of the same scene before the event, with no bicycle tire, no visible cause, and no a dark tire track remains in the mud. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video showing a dark tire track remains in the mud, with no bicycle tire or other visible cause in the frame. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a dark tire track remains in the mud, with no bicycle tire visible. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of the same scene before the event, with no bicycle tire, no visible cause, and no a dark tire track remains in the mud. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video showing a dark tire track remains in the mud, with no bicycle tire or other visible cause in the frame. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a dark tire track remains in the mud, with no bicycle tire visible. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of the same scene before the event, with no bicycle tire, no visible cause, and no a dark tire track remains in the mud. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video showing a dark tire track remains in the mud, with no bicycle tire or other visible cause in the frame. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a dark tire track remains in the mud, with no bicycle tire visible. | bicycle tire | a dark tire track remains in the mud
A realistic fixed-camera close-up video of the same scene before the event, with no rubber stamp, no visible cause, and no a square ink stamp mark remains on the paper. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video showing a square ink stamp mark remains on the paper, with no rubber stamp or other visible cause in the frame. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a square ink stamp mark remains on the paper, with no rubber stamp visible. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of the same scene before the event, with no rubber stamp, no visible cause, and no a square ink stamp mark remains on the paper. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video showing a square ink stamp mark remains on the paper, with no rubber stamp or other visible cause in the frame. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a square ink stamp mark remains on the paper, with no rubber stamp visible. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of the same scene before the event, with no rubber stamp, no visible cause, and no a square ink stamp mark remains on the paper. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video showing a square ink stamp mark remains on the paper, with no rubber stamp or other visible cause in the frame. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a square ink stamp mark remains on the paper, with no rubber stamp visible. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of the same scene before the event, with no rubber stamp, no visible cause, and no a square ink stamp mark remains on the paper. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video showing a square ink stamp mark remains on the paper, with no rubber stamp or other visible cause in the frame. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a square ink stamp mark remains on the paper, with no rubber stamp visible. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of the same scene before the event, with no rubber stamp, no visible cause, and no a square ink stamp mark remains on the paper. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video showing a square ink stamp mark remains on the paper, with no rubber stamp or other visible cause in the frame. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a square ink stamp mark remains on the paper, with no rubber stamp visible. | rubber stamp | a square ink stamp mark remains on the paper
A realistic fixed-camera close-up video of the same scene before the event, with no wooden pencil, no visible cause, and no a thin groove remains in the clay. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video showing a thin groove remains in the clay, with no wooden pencil or other visible cause in the frame. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a thin groove remains in the clay, with no wooden pencil visible. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of the same scene before the event, with no wooden pencil, no visible cause, and no a thin groove remains in the clay. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video showing a thin groove remains in the clay, with no wooden pencil or other visible cause in the frame. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a thin groove remains in the clay, with no wooden pencil visible. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of the same scene before the event, with no wooden pencil, no visible cause, and no a thin groove remains in the clay. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video showing a thin groove remains in the clay, with no wooden pencil or other visible cause in the frame. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a thin groove remains in the clay, with no wooden pencil visible. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of the same scene before the event, with no wooden pencil, no visible cause, and no a thin groove remains in the clay. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video showing a thin groove remains in the clay, with no wooden pencil or other visible cause in the frame. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a thin groove remains in the clay, with no wooden pencil visible. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of the same scene before the event, with no wooden pencil, no visible cause, and no a thin groove remains in the clay. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video showing a thin groove remains in the clay, with no wooden pencil or other visible cause in the frame. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a thin groove remains in the clay, with no wooden pencil visible. | wooden pencil | a thin groove remains in the clay
A realistic fixed-camera close-up video of the same scene before the event, with no toy car wheel, no visible cause, and no two parallel wheel tracks remain in the flour. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video showing two parallel wheel tracks remain in the flour, with no toy car wheel or other visible cause in the frame. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: two parallel wheel tracks remain in the flour, with no toy car wheel visible. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of the same scene before the event, with no toy car wheel, no visible cause, and no two parallel wheel tracks remain in the flour. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video showing two parallel wheel tracks remain in the flour, with no toy car wheel or other visible cause in the frame. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: two parallel wheel tracks remain in the flour, with no toy car wheel visible. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of the same scene before the event, with no toy car wheel, no visible cause, and no two parallel wheel tracks remain in the flour. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video showing two parallel wheel tracks remain in the flour, with no toy car wheel or other visible cause in the frame. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: two parallel wheel tracks remain in the flour, with no toy car wheel visible. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of the same scene before the event, with no toy car wheel, no visible cause, and no two parallel wheel tracks remain in the flour. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video showing two parallel wheel tracks remain in the flour, with no toy car wheel or other visible cause in the frame. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: two parallel wheel tracks remain in the flour, with no toy car wheel visible. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of the same scene before the event, with no toy car wheel, no visible cause, and no two parallel wheel tracks remain in the flour. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video showing two parallel wheel tracks remain in the flour, with no toy car wheel or other visible cause in the frame. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: two parallel wheel tracks remain in the flour, with no toy car wheel visible. | toy car wheel | two parallel wheel tracks remain in the flour
A realistic fixed-camera close-up video of the same scene before the event, with no dog paw, no visible cause, and no a paw print remains in the snow. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video showing a paw print remains in the snow, with no dog paw or other visible cause in the frame. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a paw print remains in the snow, with no dog paw visible. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of the same scene before the event, with no dog paw, no visible cause, and no a paw print remains in the snow. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video showing a paw print remains in the snow, with no dog paw or other visible cause in the frame. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a paw print remains in the snow, with no dog paw visible. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of the same scene before the event, with no dog paw, no visible cause, and no a paw print remains in the snow. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video showing a paw print remains in the snow, with no dog paw or other visible cause in the frame. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a paw print remains in the snow, with no dog paw visible. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of the same scene before the event, with no dog paw, no visible cause, and no a paw print remains in the snow. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video showing a paw print remains in the snow, with no dog paw or other visible cause in the frame. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a paw print remains in the snow, with no dog paw visible. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of the same scene before the event, with no dog paw, no visible cause, and no a paw print remains in the snow. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video showing a paw print remains in the snow, with no dog paw or other visible cause in the frame. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a paw print remains in the snow, with no dog paw visible. | dog paw | a paw print remains in the snow
A realistic fixed-camera close-up video of the same scene before the event, with no paintbrush, no visible cause, and no a red paint stroke remains on the canvas. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video showing a red paint stroke remains on the canvas, with no paintbrush or other visible cause in the frame. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a red paint stroke remains on the canvas, with no paintbrush visible. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of the same scene before the event, with no paintbrush, no visible cause, and no a red paint stroke remains on the canvas. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video showing a red paint stroke remains on the canvas, with no paintbrush or other visible cause in the frame. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a red paint stroke remains on the canvas, with no paintbrush visible. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of the same scene before the event, with no paintbrush, no visible cause, and no a red paint stroke remains on the canvas. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video showing a red paint stroke remains on the canvas, with no paintbrush or other visible cause in the frame. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a red paint stroke remains on the canvas, with no paintbrush visible. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of the same scene before the event, with no paintbrush, no visible cause, and no a red paint stroke remains on the canvas. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video showing a red paint stroke remains on the canvas, with no paintbrush or other visible cause in the frame. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a red paint stroke remains on the canvas, with no paintbrush visible. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of the same scene before the event, with no paintbrush, no visible cause, and no a red paint stroke remains on the canvas. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video showing a red paint stroke remains on the canvas, with no paintbrush or other visible cause in the frame. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a red paint stroke remains on the canvas, with no paintbrush visible. | paintbrush | a red paint stroke remains on the canvas
A realistic fixed-camera close-up video of the same scene before the event, with no marker pen, no visible cause, and no a black line remains on the whiteboard. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video showing a black line remains on the whiteboard, with no marker pen or other visible cause in the frame. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a black line remains on the whiteboard, with no marker pen visible. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of the same scene before the event, with no marker pen, no visible cause, and no a black line remains on the whiteboard. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video showing a black line remains on the whiteboard, with no marker pen or other visible cause in the frame. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a black line remains on the whiteboard, with no marker pen visible. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of the same scene before the event, with no marker pen, no visible cause, and no a black line remains on the whiteboard. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video showing a black line remains on the whiteboard, with no marker pen or other visible cause in the frame. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a black line remains on the whiteboard, with no marker pen visible. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of the same scene before the event, with no marker pen, no visible cause, and no a black line remains on the whiteboard. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video showing a black line remains on the whiteboard, with no marker pen or other visible cause in the frame. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a black line remains on the whiteboard, with no marker pen visible. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of the same scene before the event, with no marker pen, no visible cause, and no a black line remains on the whiteboard. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video showing a black line remains on the whiteboard, with no marker pen or other visible cause in the frame. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a black line remains on the whiteboard, with no marker pen visible. | marker pen | a black line remains on the whiteboard
A realistic fixed-camera close-up video of the same scene before the event, with no coin edge, no visible cause, and no a round coin impression remains in the wax. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video showing a round coin impression remains in the wax, with no coin edge or other visible cause in the frame. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a round coin impression remains in the wax, with no coin edge visible. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of the same scene before the event, with no coin edge, no visible cause, and no a round coin impression remains in the wax. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video showing a round coin impression remains in the wax, with no coin edge or other visible cause in the frame. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a round coin impression remains in the wax, with no coin edge visible. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of the same scene before the event, with no coin edge, no visible cause, and no a round coin impression remains in the wax. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video showing a round coin impression remains in the wax, with no coin edge or other visible cause in the frame. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a round coin impression remains in the wax, with no coin edge visible. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of the same scene before the event, with no coin edge, no visible cause, and no a round coin impression remains in the wax. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video showing a round coin impression remains in the wax, with no coin edge or other visible cause in the frame. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a round coin impression remains in the wax, with no coin edge visible. | coin edge | a round coin impression remains in the wax
