review_id,pair_id,item_index,seed_index,seed,variant,expected_target_visible,expected_footprint_visible,prompt,video_path
c01_002_s03_7a07861a0e,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,3,53005,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present and no visible cause appears in the frame. A square ink stamp mark on the paper is clearly visible on the blank paper sheet. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed03_footprint_only_seed53005.mp4
c01_002_s03_89eb92c667,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,3,53005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible, but it is separated from the blank paper sheet and does not touch, strike, mark, press, disturb, or change it. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed03_target_only_seed53005.mp4
c01_002_s03_b38700dc85,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,3,53005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible and contacts the blank paper sheet. After contact, a square ink stamp mark on the paper is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed03_original_seed53005.mp4
c01_002_s04_2168c18790,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,4,53006,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present. No visible cause is present. The blank paper sheet stays clean and unchanged. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed04_remove_target_seed53006.mp4
c01_002_s04_37f14b3f08,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,4,53006,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible and contacts the blank paper sheet. After contact, a square ink stamp mark on the paper is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed04_original_seed53006.mp4
c01_002_s04_449db8b14a,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,4,53006,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible, but it is separated from the blank paper sheet and does not touch, strike, mark, press, disturb, or change it. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed04_target_only_seed53006.mp4
c01_002_s04_81eaf4fa03,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,4,53006,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present and no visible cause appears in the frame. A square ink stamp mark on the paper is clearly visible on the blank paper sheet. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed04_footprint_only_seed53006.mp4
c01_003_s00_087bf2bef1,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,0,53003,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible, but it is separated from the clean blackboard and does not touch, strike, mark, press, disturb, or change it. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed00_target_only_seed53003.mp4
c01_003_s00_45964214ae,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,0,53003,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present. No visible cause is present. The clean blackboard stays clean and unchanged. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed00_remove_target_seed53003.mp4
c01_003_s00_4eab0bebac,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,0,53003,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present and no visible cause appears in the frame. A white chalk line on the blackboard is clearly visible on the clean blackboard. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed00_footprint_only_seed53003.mp4
c01_003_s00_db1b7ce6b5,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,0,53003,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible and contacts the clean blackboard. After contact, a white chalk line on the blackboard is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed00_original_seed53003.mp4
c01_003_s01_0e92abe9cf,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,1,53004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible and contacts the clean blackboard. After contact, a white chalk line on the blackboard is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed01_original_seed53004.mp4
c01_003_s01_7fbf026f89,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,1,53004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible, but it is separated from the clean blackboard and does not touch, strike, mark, press, disturb, or change it. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed01_target_only_seed53004.mp4
c01_003_s01_8407bb2593,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,1,53004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present. No visible cause is present. The clean blackboard stays clean and unchanged. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed01_remove_target_seed53004.mp4
c01_003_s01_96645dcd7e,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,1,53004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present and no visible cause appears in the frame. A white chalk line on the blackboard is clearly visible on the clean blackboard. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed01_footprint_only_seed53004.mp4
c01_003_s02_224dcb8cbd,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,2,53005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible, but it is separated from the clean blackboard and does not touch, strike, mark, press, disturb, or change it. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed02_target_only_seed53005.mp4
c01_003_s02_648b3ab2a4,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,2,53005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible and contacts the clean blackboard. After contact, a white chalk line on the blackboard is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed02_original_seed53005.mp4
c01_003_s02_a6e19ffa79,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,2,53005,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present. No visible cause is present. The clean blackboard stays clean and unchanged. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed02_remove_target_seed53005.mp4
c01_003_s02_e560b92911,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,2,53005,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present and no visible cause appears in the frame. A white chalk line on the blackboard is clearly visible on the clean blackboard. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed02_footprint_only_seed53005.mp4
c01_003_s03_10452b79c8,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,3,53006,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible and contacts the clean blackboard. After contact, a white chalk line on the blackboard is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed03_original_seed53006.mp4
c01_003_s03_3993f1547b,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,3,53006,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible, but it is separated from the clean blackboard and does not touch, strike, mark, press, disturb, or change it. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed03_target_only_seed53006.mp4
c01_003_s03_941dc9bb5f,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,3,53006,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present and no visible cause appears in the frame. A white chalk line on the blackboard is clearly visible on the clean blackboard. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed03_footprint_only_seed53006.mp4
c01_003_s03_cb63bb0414,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,3,53006,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present. No visible cause is present. The clean blackboard stays clean and unchanged. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed03_remove_target_seed53006.mp4
c01_003_s04_5b15ccd98c,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,4,53007,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible and contacts the clean blackboard. After contact, a white chalk line on the blackboard is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed04_original_seed53007.mp4
c01_003_s04_689ad208c6,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,4,53007,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present and no visible cause appears in the frame. A white chalk line on the blackboard is clearly visible on the clean blackboard. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed04_footprint_only_seed53007.mp4
c01_003_s04_6bc3c9d3f8,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,4,53007,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The piece of chalk is clearly visible, but it is separated from the clean blackboard and does not touch, strike, mark, press, disturb, or change it. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed04_target_only_seed53007.mp4
c01_003_s04_d0849baf46,c03_surface_trace_03_piece_of_chalk_a_white_chalk_line_on_the_blackboard,3,4,53007,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No piece of chalk is present. No visible cause is present. The clean blackboard stays clean and unchanged. The scene shows no white chalk line on the blackboard.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/003_c03-surface-trace-03-piece-of-chalk-a-white-chalk-line-on-the-blackboard_seed04_remove_target_seed53007.mp4
c01_004_s00_15ea508d2e,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,0,53004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present. No visible cause is present. The smooth clay slab stays clean and unchanged. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed00_remove_target_seed53004.mp4
c01_004_s00_28957017a3,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,0,53004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible and contacts the smooth clay slab. After contact, a square imprint in the clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed00_original_seed53004.mp4
c01_004_s00_3041f7f275,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,0,53004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible, but it is separated from the smooth clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed00_target_only_seed53004.mp4
c01_004_s00_9a1f144cdd,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,0,53004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present and no visible cause appears in the frame. A square imprint in the clay is clearly visible on the smooth clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed00_footprint_only_seed53004.mp4
c01_004_s01_02304a9e9b,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,1,53005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible, but it is separated from the smooth clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed01_target_only_seed53005.mp4
c01_004_s01_29cfcfb2dc,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,1,53005,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present and no visible cause appears in the frame. A square imprint in the clay is clearly visible on the smooth clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed01_footprint_only_seed53005.mp4
c01_004_s01_2ed9db5f16,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,1,53005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible and contacts the smooth clay slab. After contact, a square imprint in the clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed01_original_seed53005.mp4
c01_004_s01_3028d5d914,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,1,53005,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present. No visible cause is present. The smooth clay slab stays clean and unchanged. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed01_remove_target_seed53005.mp4
c01_004_s02_633a1ed618,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,2,53006,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present. No visible cause is present. The smooth clay slab stays clean and unchanged. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed02_remove_target_seed53006.mp4
c01_004_s02_78b4a1bdba,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,2,53006,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible and contacts the smooth clay slab. After contact, a square imprint in the clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed02_original_seed53006.mp4
c01_004_s02_9d8811eb37,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,2,53006,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible, but it is separated from the smooth clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed02_target_only_seed53006.mp4
c01_004_s02_a4d653512e,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,2,53006,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present and no visible cause appears in the frame. A square imprint in the clay is clearly visible on the smooth clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed02_footprint_only_seed53006.mp4
c01_004_s03_2a807005ec,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,3,53007,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present and no visible cause appears in the frame. A square imprint in the clay is clearly visible on the smooth clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed03_footprint_only_seed53007.mp4
c01_004_s03_72a1340a72,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,3,53007,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present. No visible cause is present. The smooth clay slab stays clean and unchanged. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed03_remove_target_seed53007.mp4
c01_004_s03_de78d65c26,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,3,53007,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible, but it is separated from the smooth clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed03_target_only_seed53007.mp4
c01_004_s03_fe56c721f7,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,3,53007,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible and contacts the smooth clay slab. After contact, a square imprint in the clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed03_original_seed53007.mp4
c01_004_s04_6a6763048b,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,4,53008,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible and contacts the smooth clay slab. After contact, a square imprint in the clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed04_original_seed53008.mp4
c01_004_s04_84686a31f3,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,4,53008,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present. No visible cause is present. The smooth clay slab stays clean and unchanged. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed04_remove_target_seed53008.mp4
c01_004_s04_9a10c9947c,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,4,53008,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No wooden block is present and no visible cause appears in the frame. A square imprint in the clay is clearly visible on the smooth clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed04_footprint_only_seed53008.mp4
c01_004_s04_ffadfcf56c,c03_surface_trace_04_wooden_block_a_square_imprint_in_the_clay,4,4,53008,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The wooden block is clearly visible, but it is separated from the smooth clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no square imprint in the clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/004_c03-surface-trace-04-wooden-block-a-square-imprint-in-the-clay_seed04_target_only_seed53008.mp4
c01_005_s00_13e285b360,c03_surface_trace_05_hiking_boot_a_single_boot_print_in_the_wet_sand,5,0,53005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The hiking boot is clearly visible and contacts the wet sand patch. After contact, a single boot print in the wet sand is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/005_c03-surface-trace-05-hiking-boot-a-single-boot-print-in-the-wet-sand_seed00_original_seed53005.mp4
c01_005_s00_45884b0fcc,c03_surface_trace_05_hiking_boot_a_single_boot_print_in_the_wet_sand,5,0,53005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The hiking boot is clearly visible, but it is separated from the wet sand patch and does not touch, strike, mark, press, disturb, or change it. The scene shows no boot print in the wet sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/005_c03-surface-trace-05-hiking-boot-a-single-boot-print-in-the-wet-sand_seed00_target_only_seed53005.mp4
c01_005_s00_9652572374,c03_surface_trace_05_hiking_boot_a_single_boot_print_in_the_wet_sand,5,0,53005,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No hiking boot is present. No visible cause is present. The wet sand patch stays clean and unchanged. The scene shows no boot print in the wet sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/005_c03-surface-trace-05-hiking-boot-a-single-boot-print-in-the-wet-sand_seed00_remove_target_seed53005.mp4
c01_005_s00_f2f063e7b6,c03_surface_trace_05_hiking_boot_a_single_boot_print_in_the_wet_sand,5,0,53005,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No hiking boot is present and no visible cause appears in the frame. A single boot print in the wet sand is clearly visible on the wet sand patch. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/005_c03-surface-trace-05-hiking-boot-a-single-boot-print-in-the-wet-sand_seed00_footprint_only_seed53005.mp4
c01_005_s01_2fddf68b89,c03_surface_trace_05_hiking_boot_a_single_boot_print_in_the_wet_sand,5,1,53006,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The hiking boot is clearly visible, but it is separated from the wet sand patch and does not touch, strike, mark, press, disturb, or change it. The scene shows no boot print in the wet sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/005_c03-surface-trace-05-hiking-boot-a-single-boot-print-in-the-wet-sand_seed01_target_only_seed53006.mp4
