sample_id,pair_id,row_index,chunk_index,chunk_total,frame_start,frame_end,frame_ids,sheet_path,video_path,target_concept,expected_effect,prompt
case_014,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__plain_000,14,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/014_case_014_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_014/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9114.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane in the middle of the clip, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_014,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__plain_000,14,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/014_case_014_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_014/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9114.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane in the middle of the clip, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_014,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__plain_000,14,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/014_case_014_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_014/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9114.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane in the middle of the clip, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_014,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__plain_000,14,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/014_case_014_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_014/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9114.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane in the middle of the clip, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_015,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__slow_001,15,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/015_case_015_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_015/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9115.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after a short still beginning, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_015,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__slow_001,15,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/015_case_015_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_015/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9115.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after a short still beginning, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_015,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__slow_001,15,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/015_case_015_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_015/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9115.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after a short still beginning, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_015,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__slow_001,15,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/015_case_015_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_015/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9115.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after a short still beginning, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_015,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__slow_001,15,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/015_case_015_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_015/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9115.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after a short still beginning, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_016,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__top_002,16,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/016_case_016_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_016/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9116.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the surface is shown clean, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_016,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__top_002,16,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/016_case_016_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_016/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9116.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the surface is shown clean, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_016,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__top_002,16,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/016_case_016_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_016/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9116.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the surface is shown clean, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_016,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__top_002,16,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/016_case_016_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_016/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9116.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the surface is shown clean, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_016,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__top_002,16,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/016_case_016_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_016/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9116.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the surface is shown clean, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_017,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__side_003,17,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/017_case_017_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_017/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9117.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the target is clearly visible, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_017,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__side_003,17,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/017_case_017_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_017/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9117.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the target is clearly visible, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_017,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__side_003,17,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/017_case_017_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_017/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9117.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the target is clearly visible, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_017,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__side_003,17,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/017_case_017_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_017/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9117.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the target is clearly visible, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_017,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__side_003,17,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/017_case_017_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_017/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9117.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane after the target is clearly visible, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_018,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__bright_004,18,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/018_case_018_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_018/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9118.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane only after the visible contact moment, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_018,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__bright_004,18,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/018_case_018_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_018/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9118.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane only after the visible contact moment, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_018,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__bright_004,18,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/018_case_018_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_018/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9118.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane only after the visible contact moment, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_018,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__bright_004,18,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/018_case_018_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_018/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9118.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane only after the visible contact moment, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_018,v2_fracture_damage_red_rubber_ball_radial_cracks_spread_outward_across__bright_004,18,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/018_case_018_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_018/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9118.mp4,red rubber ball,radial cracks spread outward across the glass,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with an intact thin sugar-glass pane, with no pre-existing crack. A clearly visible red rubber ball enters the frame and remains visible before contact. The red rubber ball hits the center of the pane only after the visible contact moment, causing radial cracks spread outward across the glass; the effect begins only after contact and remains visible for several frames."
case_019,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_plain_005,19,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/019_case_019_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_019/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9119.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile in the middle of the clip, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
case_019,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_plain_005,19,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/019_case_019_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_019/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9119.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile in the middle of the clip, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
case_019,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_plain_005,19,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/019_case_019_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_019/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9119.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile in the middle of the clip, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
case_019,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_plain_005,19,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/019_case_019_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_019/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9119.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile in the middle of the clip, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
case_019,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_plain_005,19,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/019_case_019_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_019/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9119.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile in the middle of the clip, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
case_020,v2_fracture_damage_white_ceramic_mug_ceramic_shards_and_thin_cracks_sprea_slow_006,20,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_00_start000_limit051/chunk_sheets/020_case_020_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_020/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9120.mp4,white ceramic mug,ceramic shards and thin cracks spread from the impact point,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clean gray tile floor, with no pre-existing crack or shard. A clearly visible white ceramic mug enters the frame and remains visible before contact. The white ceramic mug drops onto the tile after a short still beginning, causing ceramic shards and thin cracks spread from the impact point; the effect begins only after contact and remains visible for several frames."
